"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","Npbwr1",148.208768059345,-3.77517147278364,0.991840367368207,-3.80622890233924,0.000141101799358757,0.00423678228033927
"2","Mybl1",92.0339866081872,-5.18117927410877,1.18641826980937,-4.36707644003265,1.2592066784897e-05,0.000738184931005094
"3","Vcpip1",492.314945747503,-2.43556379963916,0.598922963386905,-4.06657274562669,4.7709596981843e-05,0.00194699965804632
"4","Snhg6",442.48994821434,3.75095263400168,1.3126212632741,2.85760465638474,0.00426851845767951,0.0420672602903932
"5","Arfgef1",2265.37937932875,-1.15395565672228,0.400084886639352,-2.8842770503413,0.00392313440556893,0.0398966325760996
"6","Lactb2",300.849384081843,-1.96743756488879,0.695279721016202,-2.82970652734304,0.00465907188503588,0.0441491141485793
"7","Ptpn18",46.7575280405199,9.20239337052872,2.26990393196835,4.05408935634948,5.03299767550617e-05,0.00201497221301498
"8","Neurl3",149.046329722958,4.14115279498953,1.32804866352627,3.11822368315468,0.0018194465928519,0.0241625711467275
"9","Arid5a",173.548120493919,2.97483949701802,0.980254604659015,3.03476207393367,0.00240725509029863,0.0291250189008829
"10","Fam178b",31.4365108485911,5.67930739764322,1.69525587819823,3.35011809761683,0.000807771126612296,0.0140621086237525
"11","Eif5b",3137.17594397501,2.74154600435659,0.843802569350896,3.2490372794972,0.00115796301478638,0.0177823156106436
"12","Rev1",119.142468655491,-5.11516636074621,1.41811638452443,-3.60701449935056,0.000309740358522807,0.00736740190995744
"13","Chst10",22.4131183172469,5.4636461333291,1.86453490518541,2.93029973219289,0.00338635193801145,0.0362511428842341
"14","Il18r1",80.1459091142779,4.97391469446909,1.30087070288586,3.82352733706351,0.000131555998209116,0.00403210946378271
"15","Il18rap",33.5050905146461,7.8954734320261,1.55114865120045,5.09008174420658,3.57909190218215e-07,4.86635547233892e-05
"16","Col3a1",1657.81948123055,15.1672916022474,2.43101750944375,6.23907131204409,4.40176305441388e-10,2.50104790780216e-07
"17","Col5a2",215.676045018096,12.3507910477507,2.96830333367147,4.16089248954018,3.17006302598791e-05,0.00149306292571212
"18","Slc39a10",710.420715879352,-1.75576304695145,0.575093386701261,-3.05300510760959,0.00226562082063534,0.0279149427716813
"19","Pgap1",560.569176271763,-3.00231223308662,0.730722532895406,-4.10868982127907,3.97910075389305e-05,0.00173914956914976
"20","Rftn2",14.7595244531383,13.4173558497878,4.16138136444616,3.22425528321497,0.0012630075334274,0.0189233370094553
"21","Mars2",86.8713660024668,-2.66107007127462,0.795032699769058,-3.34712027825725,0.000816557725104213,0.0141240054118801
"22","Spats2l",32.2929996389231,14.7900419222004,3.81646898675955,3.87532087212325,0.000106484288695738,0.00347261014768682
"23","Clk1",5108.9297715924,2.23832889854393,0.724570207765816,3.08918152382463,0.00200708765745518,0.0258958130686336
"24","Gm20257",45.9926908186724,3.6772588048605,1.09621035780028,3.35451930251737,0.000795030062135244,0.0139556533185813
"25","Tmem237",97.0520557435147,-2.6178252098996,0.881318628224832,-2.97035047945426,0.00297460168734223,0.0333665836956012
"26","Abi2",103.284747273501,-2.24483996570202,0.708689716826491,-3.16759212445527,0.00153707001980702,0.0216626094628202
"27","Ctla4",43.4807657901011,9.08445977068957,1.68887000423049,5.37901658975155,7.48938080315005e-08,1.32446391260822e-05
"28","Nrp2",101.253966776903,4.37547805988249,1.33503505425478,3.27742559713152,0.0010475833540413,0.0166900095436184
"29","Rpe",666.251667267017,-1.34128002189201,0.416360715578912,-3.22143749807683,0.0012754927936613,0.019071715628298
"30","Nhej1",87.5186617849881,2.58415702880701,0.858027996078293,3.01173975746499,0.00259755183356338,0.0306254056163063
"31","Cnppd1",1457.8048577521,1.83833817182511,0.525317511278889,3.49948009033557,0.000466166416485366,0.00961826322728815
"32","Acsl3",213.448817716023,1.99973077552399,0.684535518826655,2.92129585759359,0.00348578633415669,0.0369255324204867
"33","Slc16a14",190.06087253555,-5.74562148886136,1.38923166192449,-4.13582676405603,3.53678939783886e-05,0.00161768180527194
"34","Sp110",71.5660825944791,8.61053858973706,1.44377551749978,5.96390400402974,2.46281462414478e-09,1.01064334562475e-06
"35","Sp100",136.613419482078,3.46767754383901,1.22112860921631,2.83973163650999,0.00451515008245778,0.0434715515900404
"36","Inpp5d",153.193411115285,3.46744645053521,1.23004504121565,2.81895892780344,0.00481796825971368,0.0453121964169935
"37","Sag",6.12698321030138,8.14692423869633,2.79096494834802,2.91903495367024,0.00351116851105618,0.0369974981553729
"38","Usp40",359.777167249142,-1.824219762097,0.625666745306297,-2.91564123518175,0.00354958408587528,0.0372693715000963
"39","Ugt1a7c",34.5340242864543,-5.40172714339721,1.6548487828621,-3.26418171819591,0.00109780730367415,0.0172714667701579
"40","Ugt1a6a",42.2844591527823,-3.87907427900381,1.26366043546426,-3.06971253521811,0.00214264893397274,0.0269390235758122
"41","Sh3bp4",107.66846762479,3.51365125262184,0.941815473066029,3.73072151934746,0.000190932180061669,0.0052041348635628
"42","Col6a3",263.304117246908,8.23281910638698,2.53128400593394,3.25242805117374,0.00114423560418844,0.0176633151313227
"43","Per2",259.419338600112,-6.67625759792484,1.46336863051387,-4.56225277671863,5.06076665978853e-06,0.000371953760522666
"44","Gpc1",1414.51261200003,3.33440778883089,0.986143596687919,3.38125988956365,0.000721542629529328,0.0130950236683498
"45","Ano7",988.090700175454,-3.86708837918459,1.28785150556414,-3.00274399841666,0.00267557395857997,0.0311967277743503
"46","St8sia4",53.0054469817039,7.34083647449205,1.87205002588764,3.9212822162759,8.80790324496077e-05,0.00304016716443471
"47","Ppip5k2",342.324495971484,-1.57781895461937,0.544015264293766,-2.90032110894476,0.00372780555741016,0.0385650360641599
"48","Pign",674.494135782985,-1.93399162957982,0.632166346685246,-3.05930810730542,0.00221848860318632,0.0274947417238855
"49","Serpinb5",17694.6796145507,-2.34244586370782,0.672284777341873,-3.48430597070715,0.000493415071504773,0.00994255145321522
"50","Serpinb3b",3846.59461263695,-4.85961866125592,1.28081944785997,-3.7941480896277,0.000148151236870417,0.00436853936584165
"51","Gli2",27.7267893856562,7.61647909213145,2.22014745618471,3.430618570363,0.00060220672331637,0.0115089261624227
"52","Ptpn4",79.3191906434683,-4.75297410135637,1.47826355373487,-3.21524134809916,0.00130334891397951,0.0193705970887518
"53","Steap3",115.312065156296,7.49573132582794,1.38544330381895,5.41034866252996,6.29021608437504e-08,1.13323612456674e-05
"54","Nckap5",49.8960868671691,7.84944896978378,1.3569117074032,5.78478977442515,7.26030684645326e-09,2.33666154340283e-06
"55","Mgat5",54.8406701806857,-6.20308036494502,2.0639508627729,-3.00543994376457,0.00265196960916267,0.0310194354997309
