"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"553","Serping1",294.662280074801,7.8769703797436,2.75360132355263,2.86060669435651,0.00422831249255043,0.315592003438636
"554","Ube2l6",163.850777182075,3.86842975091738,1.74213030685393,2.22051687850107,0.0263837012371373,0.564750841662345
"555","Spi1",85.4368482653053,3.70920832303617,1.24394687338362,2.98180605812116,0.00286553464204569,0.287481296203999
"556","Fjx1",58.3298857934457,-3.50735166998668,1.42489576912336,-2.46147946115701,0.0138365319757416,0.455656250240552
"557","Cd44",4463.41863281303,-1.67734838832037,0.744855551371763,-2.25191097150486,0.024327898661147,0.550656074408201
"558","Ccdc34",208.861798479426,3.03928819228742,1.24598787234322,2.4392598513593,0.0147173811065685,0.463176402540827
"559","Bmf",50.6588921764648,2.86826057868377,1.13586502893829,2.52517729273237,0.0115639933445191,0.43883213262201
"560","Ubr1",336.965633677095,-1.08582835428854,0.482700030580635,-2.24948888646725,0.0244814091030237,0.551693220680896
"561","B2m",26449.2295850851,1.61814901151654,0.794378587281911,2.03699978501848,0.0416500635495375,0.658913226459955
"562","AA467197",7.47585110413505,5.8320804489463,2.40269329954014,2.42730957382805,0.0152112699424178,0.463176402540827
"563","Slc30a4",1400.32016948853,-1.11801250825899,0.457712356924102,-2.44260940598635,0.0145815091830349,0.463176402540827
"564","Sqrdl",221.951089357931,2.41842932947913,1.22807726163432,1.96928109088242,0.0489208213577265,0.686044955163005
"565","Fbn1",110.408486127205,7.93870348980351,2.88277560202553,2.7538402518134,0.00589005100178394,0.348169976332375
"566","Polr1b",362.399855913959,-1.62736646960085,0.679566728172924,-2.39471180994422,0.0166334332072175,0.481095857018029
"567","Snord17",8.08274498026289,6.83978477596781,3.32175487578716,2.05908775082236,0.0394858330479498,0.656563342799924
"568","Kiz",113.474158118652,2.18589701331659,0.828053628301487,2.63980126238964,0.00829546572629441,0.389886889135837
"569","Snta1",160.064673610466,3.50099015922483,1.47940439239321,2.36648625435087,0.0179578410969474,0.497256643365366
"570","Procr",214.589371720799,3.40129394456683,1.34977009905133,2.51990612842691,0.011738613498043,0.441751547248063
"571","Myl9",73.4308239663956,6.11756328419244,2.57947693416295,2.37162938081383,0.0177098450777895,0.496066883927621
"572","Sla2",9.16591937499751,4.75555581076998,2.03918541628009,2.33208602454853,0.0196961661073764,0.517627376272491
"573","Samhd1",2051.60197971722,3.33738162519807,1.27046967004258,2.62688807446006,0.0086169672220468,0.39029029088379
"574","Rbl1",355.01202019251,-1.46578544282,0.700013107995355,-2.09393999352042,0.0362653260224463,0.63834749326131
"575","Wfdc12",6847.26225479673,5.57625009095054,2.23334339565233,2.49681714948354,0.0125313554901568,0.445923886208526
"576","Slpi",500.974079544709,2.54003582333633,1.25699827803882,2.02071543590283,0.0433092310096954,0.661649673347922
"577","Acot8",238.347966790184,1.49697251854633,0.670598586632752,2.23229298180154,0.0255956054283467,0.559001019348022
"578","B4galt5",85.7730477533502,-4.61597687750737,2.34365234928205,-1.96956552831798,0.0488881856215377,0.686044955163005
"579","Fam210b",715.45625345349,-1.03494136197944,0.420869213274145,-2.45905694533495,0.0139302520065158,0.455656250240552
"580","Ctsz",634.227669807405,4.06223565661972,0.974223613865136,4.16971586277118,3.04979630432189e-05,0.016162868759008
"581","Adrm1",2063.22913057769,1.27542386471503,0.569203760563115,2.24071580878744,0.025044489424993,0.556226528862308
"582","Zbtb46",9.43220131506738,5.51528099469097,2.68440510822516,2.05456358944925,0.0399211755101787,0.656563342799924
"583","Stmn2",13.6350243803444,10.2874895060816,4.34700376790283,2.3665701838222,0.0179537698164763,0.497256643365366
"584","Fabp5",59542.0147513285,1.62206529769978,0.813720433463158,1.99339383772918,0.0462183381316011,0.67586074095583
"585","Fabp4",2176.49844303723,5.00692684816043,2.25300897667505,2.222328849994,0.0262610898169876,0.564750841662345
"586","Car3",6337.57349877089,-6.69479686092725,2.52795074891789,-2.64830984693551,0.00808953440725211,0.386766743406361
"587","Ect2",181.590424848489,-3.89547468169491,1.68811019592482,-2.30759502021774,0.0210216717494394,0.519311756160295
"588","Nceh1",224.443524261521,2.67946339848328,1.10430832937395,2.42637253311521,0.0152506065984781,0.463214570774723
"589","4932438A13Rik",1066.57136051986,-1.56333493777042,0.701125193673112,-2.22975147930471,0.0257639462021641,0.560065189789335
"590","Nudt6",53.5633750941953,-2.42123476799075,1.04458804244025,-2.31788482121098,0.020455581593935,0.517627376272491
"591","Ankrd50",224.00036771338,2.20866906481447,0.773698670816261,2.85468897404761,0.00430789943997668,0.315592003438636
"592","Slc7a11",335.134457498637,-1.67907650820423,0.643960180637489,-2.60742287906999,0.00912266180421892,0.396949291132963
"593","Dclk1",34.2298041098622,6.21453153713583,2.90276392790959,2.14090146201148,0.0322819852295438,0.611583993178797
"594","Nbea",68.1050009269954,-2.59361326900922,0.988603560229467,-2.62351196510684,0.00870283881884568,0.39029029088379
"595","P2ry14",24.9204920889447,3.45436500330083,1.53863348500646,2.24508632950122,0.0247625910341743,0.554617382329939
"596","Arhgef26",265.184566454643,-2.49267118549098,1.22460174578187,-2.03549537151727,0.0418010537965031,0.658913226459955
"597","Tiparp",822.13640826621,-2.74994011593516,0.620009519221698,-4.43531918572344,9.19359692977546e-06,0.00743665216914311
"598","Lekr1",56.3063272725143,-2.66317602988401,1.15109328760557,-2.31360573340131,0.020689358909275,0.517627376272491
"599","Serpini1",17.8775695329938,4.01119885391674,1.8297639225962,2.19219474402214,0.0283654478234657,0.580490769106316
"600","4930579G24Rik",40.6480086905438,-2.80586819158074,1.34563022450837,-2.08517030940343,0.0370538439441028,0.643334958588501
"601","Fam198b",71.5689707404869,2.4754088073911,1.21894276308823,2.03078346445044,0.0422769651488158,0.659382847086297
"602","Cd1d1",111.652914450371,4.84126959436616,1.85659249975851,2.60761022949078,0.00911767089482385,0.396949291132963
"603","Kirrel",54.6340708542332,6.92551452869138,2.85246037473205,2.4279091096373,0.0151861485224558,0.463176402540827
"604","Pear1",26.0144515664498,5.17960124690213,2.18410625637669,2.37149691402597,0.0177161946327534,0.496066883927621
"605","Ntrk1",25.555402462574,6.47882314484779,3.28686186007574,1.97112730034188,0.0487093167792901,0.686044955163005
"606","Bglap",117.851490009048,3.47993561498794,1.7168732850928,2.02690300163873,0.0426723335048401,0.659789832631677
"607","Dap3",647.477916521852,1.57307990486046,0.463105959260451,3.39680341702483,0.000681779264341487,0.143173916780467
"608","Rab13",81.9029534504848,3.56295230266167,1.15712874607655,3.07913213178956,0.00207604583603297,0.264409457799402
"609","Lor",78600.2661999113,2.17960195518663,1.07154131117224,2.03408112450858,0.0419434167519837,0.659167543783543
"610","Sprr2a3",27238.9016233095,7.36661028863109,3.35370169832298,2.19656097986138,0.028051815570592,0.579532301193676
"611","Sprr1a",9318.51574819553,3.24930755190705,1.02897245468366,3.15781781826803,0.00158954862257433,0.226201599818008
"612","Lce1b",19864.9623101071,2.12899951625893,1.03377954857446,2.0594328057609,0.0394527957929846,0.656563342799924
"613","Lce1a2",21386.1057350086,2.38201810650206,1.18490151745632,2.01030893404175,0.0443985019072245,0.667208921689549
"614","Lce1d",17795.8219253047,2.39928638135982,0.977731542757293,2.45393165346145,0.0141303835343174,0.458164271179164
"615","Lce1e",15191.5805901297,2.31788551500064,1.05563839465905,2.19571922234722,0.0281120464443044,0.579532301193676
"616","Lce1f",23270.8910324674,2.30932959088639,1.15432292508617,2.00059233053351,0.0454363407751912,0.669521688757348
"617","Lce1g",14859.2044789488,2.52511066909348,1.17998338898196,2.13995442026691,0.032358450455029,0.611706057863888
"618","Lce1h",7271.29284493345,2.37136844646667,1.15309246350799,2.05652930837167,0.0397315242550893,0.656563342799924
"619","Lce1i",11931.1548778274,2.42237632491742,1.06177624496242,2.2814376724007,0.0225225609457702,0.535006552048752
"620","Lce1k",3981.2785612377,3.83330297697166,1.57699656790964,2.43076177524776,0.01506711750602,0.463176402540827
"621","Lce1l",10087.2843680129,1.99206944536554,0.940641611454181,2.11777729276287,0.0341939332925036,0.630884226617633
"622","Snx27",1150.32372155219,-1.30310989147507,0.503014514394109,-2.59060097509252,0.00958085097018551,0.401587269218723
"623","Ctss",1020.89742510012,4.08055228885736,0.850693363682371,4.79673694783981,1.61271162403952e-06,0.00275397388331815
"624","Prkab2",452.467929720294,-2.62705562652003,1.28725287655255,-2.0408232713029,0.0412683965933357,0.658913226459955
