"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"37","Ppil3",271.5931113,1.223233903,0.45006064,2.717931306,0.006569148,0.04302652
"38","Orc2",295.7672435,1.030504056,0.352384201,2.924376445,0.003451471,0.026940403
"39","Gm20257",45.99269082,-2.295691482,0.751732354,-3.053868136,0.002259114,0.01970506
"40","Tmem237",97.05205574,2.295257902,0.646184641,3.552015561,0.000382292,0.005411321
"41","Nop58",977.5692467,1.16178947,0.382442814,3.037812262,0.002383024,0.020506546
"42","Ica1l",5.635903835,-8.252582262,2.437578827,-3.385565288,0.000710318,0.008417801
"43","Ctla4",43.48076579,-8.194175901,1.244008352,-6.586913898,4.49e-11,2.16e-08
"44","Pard3b",15.81840685,-5.099381529,1.666261011,-3.060373792,0.002210609,0.019432983
"45","Nrp2",101.2539668,-3.787956917,0.918014663,-4.126248815,3.69e-05,0.000958881
"46","Ccnyl1",187.1641623,1.667426209,0.502624744,3.317437566,0.000908472,0.010044826
"47","Rpe",666.2516673,1.908216674,0.302903351,6.299754255,2.98e-10,8.68e-08
"48","Ikzf2",556.3459138,-2.043365864,0.588936629,-3.469585287,0.000521263,0.006789061
"49","Bard1",50.99527213,4.023402823,1.159496034,3.469958245,0.000520539,0.006786934
"50","Mreg",4134.351852,-1.555887445,0.537918416,-2.892422715,0.003822832,0.029114523
"51","Xrcc5",204.955911,2.571469325,0.699282571,3.677296462,0.000235719,0.003731537
"52","Igfbp5",560.4266355,-4.630625681,1.707777218,-2.71149283,0.006698099,0.043713085
"53","Tns1",467.8454639,-1.779933017,0.669931149,-2.656889471,0.00788653,0.049072094
"54","Pnkd",786.4662173,-1.911565614,0.506687045,-3.77267513,0.000161507,0.00285638
"55","Tmbim1",1977.214507,-2.599297612,0.304358287,-8.540255768,1.34e-17,5.91e-14
"56","Bcs1l",124.4679469,-1.815577634,0.579335867,-3.133894757,0.001725027,0.016195444
"57","Rnf25",661.8687683,-1.540237266,0.460524047,-3.344531685,0.000824216,0.009381137
"58","Cyp27a1",237.4271718,-1.632776986,0.605189654,-2.697959188,0.006976599,0.044882108
"59","Nhej1",87.51866178,-2.73520557,0.601688855,-4.545880393,5.47e-06,0.000219524
"60","Slc23a3",94.28891401,-3.632272816,0.981576432,-3.700448279,0.000215219,0.003496512
"61","Cnppd1",1457.804858,-1.893065477,0.371731779,-5.092557549,3.53e-07,2.61e-05
"62","Fam134a",1231.465737,-1.084888933,0.392009354,-2.767507768,0.00564867,0.038618509
"63","Zfand2b",908.8954332,-1.328261419,0.424168756,-3.131445679,0.00173948,0.01625171
"64","Dnajb2",1694.412075,-1.527216844,0.373927828,-4.084255646,4.42e-05,0.001090922
"65","Slc4a3",17.14587072,-4.202178648,1.472018904,-2.854704268,0.004307692,0.031484145
"66","Mogat1",5.192895518,-6.634245354,1.913603923,-3.466885323,0.000526526,0.006817342
"67","Acsl3",213.4488177,-2.557452342,0.487449084,-5.246604062,1.55e-07,1.41e-05
"68","Ap1s3",632.8242854,-1.747745338,0.619478488,-2.821317241,0.004782688,0.033951562
"69","Irs1",151.5013023,-3.594470849,1.034704765,-3.473909632,0.000512934,0.006733728
"70","Ccl20",187.9317409,-2.969581583,1.056893049,-2.809727613,0.004958344,0.034828517
"71","Fbxo36",28.88962126,-3.523275943,0.871920144,-4.040824115,5.33e-05,0.001247881
"72","Slc16a14",190.0608725,2.669155018,0.998608171,2.672875204,0.007520422,0.047544783
"73","Dis3l2",210.0835393,-1.943643622,0.393902512,-4.934326552,8.04e-07,5.02e-05
"74","Efhd1",12.06433935,-5.799965951,1.646745944,-3.522076961,0.00042818,0.005875621
"75","Ngef",110.5957871,-2.534259216,0.685803629,-3.695313218,0.000219616,0.003558063
"76","Sag",6.12698321,-6.986113253,2.096756955,-3.331866021,0.000862658,0.009673008
"77","Usp40",359.7771672,1.533468732,0.453567687,3.380903837,0.000722478,0.008518554
"78","Ugt1a7c",34.53402429,3.479892591,1.252400162,2.778578842,0.005459726,0.037611175
"79","Hjurp",122.5669073,-3.046483187,0.688037764,-4.427784847,9.52e-06,0.000338107
"80","Arl4c",494.5958616,-3.659204895,0.691007276,-5.29546507,1.19e-07,1.15e-05
"81","Agap1",305.7859718,-1.923165113,0.450677158,-4.267278871,1.98e-05,0.000589359
"82","Espnl",5.620787965,-5.90585731,2.032381223,-2.90588067,0.003662211,0.028142259
"83","Ilkap",550.8038749,-1.219690145,0.431520131,-2.826496509,0.004706026,0.033546804
"84","Per2",259.4193386,4.049221955,1.089685951,3.715953163,0.000202439,0.003327579
"85","Gpr35",195.5471895,2.352506799,0.8312347,2.830135458,0.00465283,0.033244698
"86","2310007B03Rik",848.5672735,-1.645635998,0.564666995,-2.914347769,0.003564326,0.027624874
"87","Sned1",19.9873699,-3.695294662,1.136003031,-3.252891551,0.001142371,0.011911193
"88","Mterf4",277.6556737,-2.321414751,0.458644947,-5.061463706,4.16e-07,2.92e-05
"89","2-Sep",1786.445075,1.084698852,0.33659708,3.222543856,0.001270577,0.012847039
"90","D1Ertd622e",324.5646805,1.725252961,0.452107261,3.816025779,0.000135618,0.002499183
"91","Rnf152",333.6441654,3.20804502,0.76693034,4.182967934,2.88e-05,0.000796773
"92","Tnfrsf11a",90.77931769,-2.15792515,0.666653026,-3.236953959,0.001208129,0.012404402
"93","Serpinb12",2252.924184,3.047308447,1.029903829,2.958828157,0.003088113,0.024927102
"94","Serpinb13",332.8258264,-2.318770597,0.84511263,-2.743741502,0.006074335,0.040497976
"95","Serpinb3a",1093.79082,3.657004469,1.336330057,2.736602721,0.006207721,0.041176722
"96","Serpinb3b",3846.594613,4.002223988,0.906580931,4.414635087,1.01e-05,0.000353419
"97","Serpinb3c",89.00718533,2.43482196,0.913708992,2.664767428,0.007704158,0.04821059
"98","Serpinb2",3463.61961,2.40794702,0.47064523,5.116267773,3.12e-07,2.41e-05
"99","Ralb",442.4948349,1.789631356,0.452034678,3.959057664,7.52e-05,0.001610664
"100","Tmem185b",310.5070654,1.590508937,0.566890595,2.805671766,0.005021181,0.035157418
"101","Tmem177",279.8419026,-4.122947761,0.719381457,-5.731239972,9.97e-09,1.49e-06
"102","Dbi",13130.96175,2.059049823,0.638846684,3.223073506,0.00126823,0.01283175
"103","Nckap5",49.89608687,-3.605237186,1.012053879,-3.56229768,0.000367623,0.005255815
"104","Mcm6",441.1367973,2.474273034,0.722723848,3.42353866,0.000618115,0.007575601
"105","Dars",979.9611788,1.245198723,0.410610953,3.032551162,0.00242496,0.020764081
"106","C4bp-ps1",13.12009252,-5.239633997,1.575166921,-3.326399208,0.000879758,0.009840615
"107","Pigr",12.09071966,-8.667441347,1.690628966,-5.126755497,2.95e-07,2.31e-05
"108","Il20",14.20882099,-5.074120104,1.824743514,-2.780730588,0.005423673,0.037446732
"109","Rassf5",2990.07063,-2.155951934,0.657206795,-3.280477245,0.001036316,0.011157832
"110","Srgap2",1816.14893,-2.394607584,0.820990178,-2.9167311,0.003537206,0.02745622
"111","Ctse",89.86333852,-7.598796554,1.231596944,-6.169872858,6.83e-10,1.62e-07
"112","Adora1",11.77993309,-5.06490176,1.603477219,-3.15869892,0.001584751,0.015184564
"113","Ppfia4",176.8512187,-5.443466545,1.062854248,-5.121555055,3.03e-07,2.36e-05
"114","Ppp1r12b",54.6879737,6.481519063,2.283379283,2.838564364,0.004531698,0.032652445
"115","Ube2t",53.57721736,4.328071108,1.402633397,3.085675215,0.002030905,0.018231883
"116","Shisa4",130.7962187,-7.665901875,2.651361041,-2.891308184,0.003836417,0.029126222
"117","Phlda3",1660.507605,2.048567744,0.572735097,3.576815452,0.000347806,0.005036614
"118","Tnni1",38.39007076,-5.083257813,1.599842644,-3.177348617,0.001486283,0.014475714
"119","Tnnt2",129.4756728,-1.759641826,0.624754562,-2.816532975,0.004854506,0.034302943
"120","Kif14",46.47533683,4.527114085,1.302870214,3.474723756,0.00051138,0.006733728
"121","Zbtb41",439.0935218,1.880771732,0.416902231,4.51130167,6.44e-06,0.000249431
"122","Aspm",132.6927976,5.554947949,1.234361971,4.500258497,6.79e-06,0.000257557
"123","Cdc73",390.9576822,1.173600521,0.416234025,2.819568923,0.00480882,0.034058414
"124","Rgl1",98.37911818,-7.251147267,1.212530274,-5.980178329,2.23e-09,4.57e-07
"125","Rnasel",270.0710935,4.913349679,0.854144054,5.75236654,8.8e-09,1.35e-06
"126","Tor3a",558.6167615,-1.392235044,0.449425006,-3.097813927,0.001949538,0.017622494
"127","Sec16b",12.95304589,-6.459474823,2.362484262,-2.734187451,0.006253443,0.04144423
"128","Rabgap1l",1045.260647,1.311630701,0.475143118,2.760496052,0.005771366,0.039143918
"129","Mettl13",176.8464511,1.672112037,0.585834788,2.854238209,0.004314017,0.031512418
"130","Prrx1",125.2816126,-10.02651003,2.147993752,-4.667848789,3.04e-06,0.000144378
"131","Kifap3",181.3393701,-1.470664438,0.542332791,-2.711738001,0.006693147,0.043713085
"132","Dpt",565.7720993,-4.735193783,1.739582752,-2.722028474,0.006488255,0.042578136
"133","Rcsd1",159.7115868,-6.890843671,1.148338887,-6.00070567,1.96e-09,4.08e-07
"134","Uck2",451.2584838,2.759970997,0.74952566,3.682290206,0.000231148,0.003696685
"135","Aldh9a1",415.8299051,1.182702944,0.377595192,3.132198102,0.001735028,0.016242664
"136","Ddr2",829.6566648,2.647631489,0.95507894,2.772159847,0.005568568,0.038155742
"137","Fcgr3",127.181336,-3.301093559,0.94677152,-3.486684472,0.000489048,0.006535807
"138","Mpz",63.18245789,-14.6458612,5.030885186,-2.911189713,0.003600553,0.027863496
"139","Fcer1g",160.2815017,-2.542930584,0.931803857,-2.729040629,0.006351888,0.041861991
"140","Ppox",340.8534788,-1.999109522,0.48461801,-4.125124288,3.71e-05,0.000961107
"141","Tstd1",56.37191072,-2.693524668,0.86052063,-3.13011051,0.001747406,0.016267176
"142","Pea15a",998.4694008,-1.019940256,0.336332847,-3.032532405,0.002425111,0.020764081
"143","Kcnj9",6.659143045,9.405382537,3.129055597,3.005821483,0.002648644,0.022171578
"144","Tagln2",4268.325723,1.923344467,0.461099211,4.171216127,3.03e-05,0.000828554
"145","Vsig8",216.185172,-8.319545194,1.910918773,-4.353688557,1.34e-05,0.000437741
"146","Aim2",40.0112224,-3.267732815,0.920248572,-3.550924081,0.000383881,0.005416464
"147","Ifi203",121.3142075,4.168527647,1.162857996,3.584726305,0.000337432,0.004957926
"148","Ifi202b",919.0520634,6.338791447,1.11587722,5.680545615,1.34e-08,1.91e-06
"149","Exo1",41.4258971,3.956649948,1.47677678,2.679247129,0.007378791,0.046958444
"150","Sdccag8",54.09787102,-2.240652173,0.733956504,-3.052840542,0.002266864,0.019761444
"151","Desi2",525.2285383,1.88891666,0.629301805,3.001606934,0.002685587,0.022395435
"152","Smyd3",105.8496162,-3.222035696,0.568114467,-5.671455108,1.42e-08,1.98e-06
"153","Psen2",90.75834906,-3.208424172,0.67681416,-4.740480268,2.13e-06,0.000112215
"154","Ephx1",495.6583564,2.235879294,0.757771111,2.950599806,0.003171576,0.025413944
"155","Nvl",480.4381115,1.910835965,0.603621407,3.165619947,0.001547528,0.014920931
"156","Cnih4",1027.718684,1.571515093,0.431986565,3.637879557,0.000274892,0.004186081
"157","Enah",1939.611274,2.585621725,0.492160531,5.253614543,1.49e-07,1.37e-05
"158","Trp53bp2",944.490185,-1.156421335,0.409240099,-2.825777186,0.004716606,0.033559962
"159","Capn2",854.9574618,3.130752172,0.622720372,5.027540955,4.97e-07,3.35e-05
"160","Capn8",29.8078123,-7.657860291,1.436209843,-5.331992627,9.71e-08,9.95e-06
"161","Taf1a",279.3270879,-1.38895408,0.425264077,-3.266097832,0.001090406,0.0115652
"162","Bpnt1",296.219186,1.902712936,0.40592507,4.68735015,2.77e-06,0.000135035
"163","Cenpf",146.1074447,3.33241865,1.0427882,3.195681204,0.001395012,0.013717167
"164","Nsl1",49.59805563,3.238230092,1.194262732,2.71148886,0.006698179,0.043713085
"165","Dtl",98.93589417,4.288039812,1.256977275,3.411390085,0.000646326,0.007833894
"166","Hhat",11.88124185,-8.708608818,2.284671428,-3.811755472,0.000137983,0.002526253
"167","Cd34",171.4151011,-5.464820309,1.486219307,-3.676994561,0.000235998,0.003731537
"168","Cr1l",488.020573,1.045335319,0.343701986,3.041400288,0.002354805,0.020332025
"169","Akap12",25.93663398,-8.054561045,1.969006299,-4.090673072,4.3e-05,0.00106967
"170","Syne1",412.6638382,-4.770800971,0.904570832,-5.274104365,1.33e-07,1.26e-05
"171","Fbxo5",137.3420653,2.462501996,0.847007643,2.907296075,0.00364568,0.028071368
"172","Lrp11",72.18020433,-2.313512779,0.866203596,-2.670864897,0.007565609,0.047627787
"173","Ginm1",1137.342057,-1.484552506,0.555760256,-2.671210275,0.007557829,0.047627787
"174","Samd5",29.31380649,-3.181026677,1.121998511,-2.835143404,0.004580512,0.03286571
"175","Fbxo30",956.0933298,2.272290775,0.528785524,4.297187938,1.73e-05,0.00052999
"176","Utrn",508.6692847,-2.487316104,0.558980359,-4.44973793,8.6e-06,0.000312078
"177","Phactr2",150.3188783,-2.24110098,0.817164072,-2.74253489,0.006096697,0.040597981
"178","Adgrg6",508.3287148,1.785353504,0.591443533,3.018637291,0.002539143,0.021481635
"179","Cited2",966.6149986,-2.12691964,0.712390459,-2.985609386,0.002830139,0.02332247
"180","Ccdc28a",290.6966363,-1.519392387,0.500586549,-3.035224158,0.00240357,0.020632776
"181","Tnfaip3",431.7831615,-2.030121552,0.690332938,-2.940786162,0.003273805,0.026043013
"182","Enpp1",39.65626599,-6.437421709,2.185097774,-2.946056595,0.003218535,0.02566978
"183","Akap7",74.55733488,-2.829541756,0.560359991,-5.04950711,4.43e-07,3.07e-05
"184","Ptprk",244.2307639,-3.182815876,0.708068636,-4.495066885,6.95e-06,0.000262625
"185","Cenpw",54.936333,3.646789924,1.244195456,2.931042631,0.003378264,0.026541011
"186","Gm20300",196.0930255,-1.60906307,0.538906674,-2.985791694,0.002828452,0.023321076
"187","Tpd52l1",125.6908992,-2.830875868,0.762778183,-3.711270105,0.000206222,0.003378917
"188","Rnf217",483.6331268,1.854886396,0.462223271,4.012966268,6e-05,0.001358685
"189","Nt5dc1",388.0759424,1.146094213,0.397378927,2.88413435,0.003924913,0.029555112
"190","Marcks",1771.992333,2.166224867,0.604968193,3.580725219,0.000342642,0.004996264
"191","Tube1",34.51046427,3.954679542,1.221001885,3.238880783,0.001199997,0.012361097
"192","Mical1",143.7093037,-2.973600363,0.639310651,-4.651260479,3.3e-06,0.000154116
"193","Sesn1",1238.768093,-1.254224968,0.453841323,-2.763575954,0.005717178,0.038862148
"194","Armc2",10.0084126,-6.084383128,1.525404539,-3.98870134,6.64e-05,0.001469144
"195","Cd24a",7856.760752,3.359637407,0.748178356,4.490423147,7.11e-06,0.000266453
"196","Speer5-ps1",6.649499261,-7.187805269,2.077929466,-3.459118987,0.000541945,0.006946755
"197","Prep",840.5793412,1.797821151,0.442155412,4.066039006,4.78e-05,0.001157369
"198","Man1a",184.8719504,-2.430012177,0.738172186,-3.291931369,0.000995019,0.010815025
"199","Tbc1d32",58.07423743,-1.958519129,0.659336428,-2.970439742,0.002973737,0.02424582
"200","Hsf2",446.5913559,-2.853974368,0.552847166,-5.162320695,2.44e-07,2.03e-05
"201","Pkib",496.8058436,-1.353421449,0.437845139,-3.091096207,0.00199419,0.017965245
"202","Smpdl3a",5030.812058,1.583982646,0.556569249,2.845975857,0.004427555,0.032127996
"203","Gcc2",548.3828491,1.45808593,0.394776792,3.693443886,0.000221237,0.003567887
"204","Edar",8.930560506,-5.424957233,1.5592012,-3.479318276,0.000502691,0.006671728
"205","Mcu",240.9081356,-2.486332896,0.456374172,-5.448014039,5.09e-08,5.93e-06
"206","Micu1",1053.938344,-3.40295431,0.699238128,-4.866660118,1.13e-06,6.67e-05
"207","Adamts14",151.1530436,-3.20640723,1.109937868,-2.888816862,0.003866942,0.029247556
"208","Ddx21",1450.119136,1.36242218,0.370520381,3.677050577,0.000235946,0.003731537
"209","Stox1",7.987537122,-6.379040463,1.760124834,-3.62419775,0.00028986,0.004391337
"210","Pbld2",7.251302026,-5.281761213,1.809331384,-2.919178465,0.003509552,0.027296716
"211","Mypn",242.4654538,-6.682819614,1.593610889,-4.19350775,2.75e-05,0.000766145
"212","Zfp365",180.5460441,3.920496375,0.497398823,7.881997695,3.22e-15,5.5e-12
"213","Rtkn2",23.20354333,-5.711925616,1.27161714,-4.491859568,7.06e-06,0.000265309
"214","Rhobtb1",162.8590375,-4.15674935,0.651319696,-6.382041526,1.75e-10,5.48e-08
"215","Cdk1",376.1429062,4.187571329,1.156571467,3.620676671,0.000293834,0.004431725
"216","Specc1l",311.2268145,-1.458073752,0.384243633,-3.794659502,0.000147846,0.002673233
"217","Ggt1",14.32272048,-6.032068388,1.838821636,-3.280398854,0.001036604,0.011157832
"218","Mmp11",35.97742434,-8.264211789,2.540967922,-3.252387296,0.0011444,0.011924257
"219","Col6a2",135.3577958,-6.333492682,1.920020875,-3.29865824,0.000971481,0.010589144
"220","Col6a1",187.1348883,-8.936799013,1.841549822,-4.85286844,1.22e-06,7.06e-05
"221","Slc19a1",69.24154961,4.08791795,1.348775281,3.030836943,0.002438769,0.020805967
"222","Adarb1",318.0014914,2.915090058,0.67523545,4.31714605,1.58e-05,0.000495759
"223","Pttg1ip",1483.734466,-1.742439388,0.492590487,-3.53729809,0.000404243,0.005617217
"224","Gm19402",38.84056828,-8.72395587,1.7383222,-5.018606949,5.2e-07,3.48e-05
"225","Gm10272",33.25562122,-9.559447178,2.62069248,-3.647679859,0.000264619,0.004075081
"226","Gm10024",50.04818271,-10.19003743,1.690394033,-6.028202435,1.66e-09,3.64e-07
"227","Gm10142",22.30625627,-7.630097669,1.954317878,-3.904225486,9.45e-05,0.001894126
"228","Krtap12-1",50.31923685,-8.46405986,2.292057952,-3.692777424,0.000221818,0.003573504
"229","Gm10100",22.82105764,-9.015379946,1.70662934,-5.282564721,1.27e-07,1.22e-05
"230","Gm3238",57.24400153,-7.981612761,2.443223888,-3.266836413,0.001087565,0.011551339
"231","Gm19668",26.23048808,-8.457380328,1.722441872,-4.910110736,9.1e-07,5.55e-05
"232","Gm2696",71.81481704,-8.288160231,2.11325881,-3.921980683,8.78e-05,0.001804502
"233","Krtap10-4",86.2579106,-9.261284122,1.412162159,-6.55822992,5.45e-11,2.46e-08
"234","Krtap10-10",152.0500371,-9.478469314,2.023390847,-4.684448052,2.81e-06,0.000136529
"235","Gm10318",76.57943785,-8.546966446,2.874290288,-2.973591944,0.002943362,0.024059537
"236","Gm3285",50.80972092,-8.298264817,1.580823158,-5.249331511,1.53e-07,1.4e-05
"237","Pfkl",1195.923571,1.374156658,0.476483139,2.883956527,0.00392713,0.029557324
"238","Icosl",199.2971745,3.211769874,0.957755982,3.353432332,0.000798159,0.009168094
"239","2610008E11Rik",323.2900505,-1.802451649,0.387760584,-4.64836222,3.35e-06,0.000155353
"240","Hcn2",9.066107667,-5.126680591,1.355795613,-3.781307848,0.000156007,0.002794482
"241","Ptbp1",2307.407999,1.01013933,0.347083852,2.91036107,0.003610114,0.027909379
"242","Arid3a",99.01983775,-3.366959691,0.624689976,-5.389809055,7.05e-08,7.69e-06
"243","Efna2",25.92521255,-2.699687886,0.778557571,-3.467550743,0.000525225,0.006807914
"244","Matk",46.21426253,-4.493760523,1.049960816,-4.279931646,1.87e-05,0.000563382
"245","4930404N11Rik",51.18275394,-2.793363121,0.85202448,-3.278501016,0.0010436,0.01118904
"246","S1pr4",105.4353155,-2.400260967,0.76529598,-3.136382562,0.001710459,0.016098009
"247","Tle2",39.42324122,-2.633413486,0.963546812,-2.733041564,0.006275241,0.041499218
"248","Txnrd1",5227.192734,-2.832271902,0.795386091,-3.560876832,0.000369618,0.005274527
"249","Eid3",74.9485219,-3.866952181,0.823317655,-4.696792492,2.64e-06,0.000129767
"250","Tcp11l2",1193.343158,-2.128306184,0.467186971,-4.555576928,5.22e-06,0.000214681
"251","Btbd11",252.3771029,1.532237169,0.54435573,2.81477182,0.004881188,0.034439873
"252","Pwp1",358.8295024,1.502225145,0.430956062,3.485796529,0.000490674,0.006551842
"253","Rtcb",1842.649152,-2.45261589,0.508008518,-4.827903079,1.38e-06,7.71e-05
"254","Bpifc",7031.516956,-1.457234764,0.548784306,-2.655387096,0.007921745,0.049191634
"255","Fbxo7",515.1102562,-2.345814582,0.465988305,-5.034063204,4.8e-07,3.27e-05
"256","Parpbp",24.29571917,6.457709848,2.065648463,3.126238545,0.001770579,0.016402666
"257","Nup37",134.6834743,2.734078045,0.857825701,3.187218617,0.001436482,0.014053014
"258","Arl1",613.7755549,1.986258169,0.565097068,3.514897317,0.000439924,0.006015296
"259","Utp20",552.9718044,1.263665721,0.40120801,3.149652277,0.001634649,0.015546361
"260","Gas2l3",110.7509721,-2.441210615,0.874362842,-2.791988059,0.005238529,0.036380909
"261","Apaf1",121.0810366,4.147332684,0.889520522,4.662436201,3.12e-06,0.00014732
"262","Tmpo",1982.154058,1.994584143,0.53253548,3.745448364,0.000180072,0.003102606
"263","Elk3",289.7202428,2.92018775,0.967471814,3.018369844,0.002541385,0.021481635
"264","Amdhd1",12.3382203,-4.362003202,1.391749634,-3.134186706,0.001723312,0.016189228
"265","Vezt",598.3252777,-1.215540556,0.404944253,-3.001747888,0.002684344,0.022395435
"266","Dcn",967.6073286,-4.880834199,1.439916188,-3.389665482,0.00069978,0.008350087
"267","Kitl",130.7995971,5.322257835,1.340813673,3.969423897,7.2e-05,0.001561755
"268","Pawr",355.9904722,1.384487696,0.49436862,2.800516942,0.005102083,0.035626494
"269","Nav3",88.67698092,4.343797264,1.259649225,3.44841816,0.00056388,0.007144498
"270","E2f7",72.26423144,3.866613802,1.320509114,2.928123525,0.003410145,0.026740063
"271","Krr1",437.5203795,1.052201163,0.276282689,3.808422327,0.000139856,0.002543729
"272","Rab21",1601.968474,1.188320562,0.312241461,3.805774406,0.000141361,0.00256503
"273","Tspan8",966.4763084,-3.698983109,1.308558107,-2.826762594,0.004702117,0.033534497
"274","Ptprb",65.7047214,-8.606173378,2.580624924,-3.334918337,0.000853245,0.009614014
"275","Lyz2",2749.603437,-3.404747439,0.83154544,-4.094481523,4.23e-05,0.001057373
"276","Lyz1",185.6170237,-6.314436545,1.244312014,-5.074640827,3.88e-07,2.76e-05
"277","Mdm1",97.14567922,2.098982514,0.654192604,3.208508473,0.001334254,0.013324332
"278","Grip1",135.4755206,2.3777868,0.843412023,2.819246981,0.004813646,0.034061202
"279","Llph",1557.30671,-1.149871509,0.278454666,-4.129474742,3.64e-05,0.000951024
"280","Msrb3",305.9163998,-2.222200209,0.660661793,-3.363597278,0.000769337,0.008930471
"281","Wif1",15.49288891,-9.733333526,2.078193277,-4.683555487,2.82e-06,0.000136693
"282","Slc16a7",9.236631381,-7.11968068,2.185022709,-3.258401229,0.001120419,0.01177014
"283","Ddit3",252.635725,-1.286050363,0.438125535,-2.935346746,0.003331751,0.026353931
"284","Prim1",432.4495182,1.051261535,0.33306987,3.156279294,0.001597958,0.015292037
"285","Timeless",181.3417347,2.627800486,0.725098243,3.624061304,0.000290013,0.004391337
"286","Pan2",860.0873495,-1.243779227,0.433610907,-2.868422374,0.004125244,0.030544013
"287","Coq10a",532.2982981,-2.189389279,0.770604586,-2.841131912,0.004495371,0.032466806
"288","A430046D13Rik",110.3990171,-2.429344664,0.736350179,-3.29917033,0.000969711,0.010577346
"289","Cdk2",437.2722186,2.071081343,0.566857947,3.653616137,0.000258573,0.004002019
"290","Pmel",34.37274541,-3.097137446,0.907690889,-3.412105909,0.000644631,0.007827014
"291","Cd63",1603.790202,2.118259514,0.608069477,3.483581391,0.000494753,0.006600567
"292","Pisd-ps1",1594.082737,-1.94864223,0.601858588,-3.237707777,0.001204942,0.012395414
"293","Pik3ip1",120.8627492,-2.346790668,0.696700651,-3.36843473,0.000755963,0.008808487
"294","Pla2g3",280.1295403,-4.414400566,0.907300149,-4.865424712,1.14e-06,6.67e-05
"295","Smtn",659.0782109,-1.720190955,0.450842616,-3.815502118,0.000135906,0.00250149
"296","Osbp2",18.64763802,-6.651353875,1.188308029,-5.597331427,2.18e-08,2.91e-06
"297","Slc35e4",1976.54383,-2.144918575,0.63590338,-3.37302591,0.00074347,0.008695878
