"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"605","Tubal3",10.23814436,-4.358505634,1.424677379,-3.059293071,0.0022186,0.019461303
"606","Dip2c",147.5405941,-1.589640737,0.592056925,-2.684945772,0.007254157,0.046318715
"607","Heatr1",490.2584586,1.51176865,0.562567238,2.68726749,0.007203924,0.046055367
"608","Ero1lb",96.50487202,-1.749690049,0.660183849,-2.650307263,0.00804186,0.049696559
"609","Gng4",884.5729243,-3.066595653,0.7785196,-3.939008926,8.18e-05,0.001722568
"610","Gpr141",100.3356136,3.550665865,0.969543826,3.662202542,0.000250056,0.003885855
"611","Hist1h2bl",107.2559098,2.491203716,0.92601756,2.690233774,0.007140198,0.045705
"612","Hist1h2bn",66.07760376,3.053950604,0.890274216,3.430348254,0.000602807,0.007444626
"613","Hist1h2bp",37.60736833,2.88433001,0.867396332,3.325273467,0.000883318,0.009847186
"614","Hist1h2bk",121.3998228,3.05097042,0.963659868,3.166024157,0.00154538,0.014919592
"615","Hist1h2bg",75.82899052,3.350780619,0.884890882,3.786659674,0.000152686,0.002745088
"616","Hist1h2be",80.85460781,2.997062515,0.862679613,3.474131612,0.00051251,0.006733728
"617","Gmnn",280.9578857,2.834145978,0.975661916,2.904844322,0.003674358,0.028221494
"618","Sox4",124.7166853,-5.119850862,0.69678292,-7.347842079,2.01e-13,2.23e-10
"619","Irf4",40.85679101,-3.205492212,1.045192486,-3.06689175,0.002162972,0.019094034
"620","Foxq1",239.8975804,-2.425363522,0.661669281,-3.665522325,0.000246834,0.003851366
"621","Gmds",24.36853692,-4.902237806,1.005487774,-4.87548226,1.09e-06,6.42e-05
"622","Serpinb1a",582.0858182,7.77919055,1.058882335,7.346605277,2.03e-13,2.23e-10
"623","Serpinb6c",1333.947054,5.160535518,1.325561779,3.893093177,9.9e-05,0.001963274
"624","Serpinb6a",3468.774243,2.753064552,0.816967419,3.369858439,0.000752068,0.008769753
"625","Tubb2a",4453.246481,2.177136204,0.502234954,4.334895825,1.46e-05,0.000467902
"626","Tubb2b",1966.320901,2.123062569,0.496016651,4.280224396,1.87e-05,0.000563382
"627","Rpp40",50.02183906,2.663739172,0.960461552,2.773394902,0.005547476,0.038028168
"628","Fars2",123.7548328,-1.810924923,0.634371809,-2.854674335,0.004308098,0.031484145
"629","Eef1e1",526.6265614,2.148919158,0.708343898,3.033722976,0.002415561,0.020705389
"630","Ofcc1",40.60462173,-3.315930371,0.857253584,-3.868085747,0.000109693,0.002117931
"631","Gm26688",34.74524834,-4.563436837,1.052364597,-4.336364838,1.45e-05,0.000465759
"632","Edn1",96.87315629,-2.315563919,0.761299705,-3.041593086,0.002353298,0.02033043
"633","Phactr1",13.80820975,-6.539541634,1.614081023,-4.051557228,5.09e-05,0.001204841
"634","Mirlet7d",13.76749232,-4.997936965,1.178838902,-4.239711598,2.24e-05,0.000648998
"635","Wnk2",211.8520554,-1.799425923,0.606491507,-2.966943316,0.003007764,0.024396656
"636","Ninj1",296.034665,1.818256708,0.592215788,3.070260446,0.002138722,0.018945254
"637","Ecm2",24.33943399,-3.919539185,1.383264537,-2.833542738,0.004603515,0.032984347
"638","Nol8",271.2432609,1.927277953,0.661685034,2.912681793,0.003583396,0.027758672
"639","Iars",550.7618554,1.55416326,0.501699535,3.097796889,0.00194965,0.017622494
"640","Spin1",1004.277662,1.146902904,0.413183554,2.775770946,0.005507099,0.037869623
"641","Cks2",399.0796596,3.320587388,1.058406617,3.137345642,0.00170485,0.016064894
"642","Ror2",11.16879807,-9.653906669,2.691203258,-3.587208301,0.000334237,0.004915687
"643","Msx2",73.59913737,-3.459858847,0.810960159,-4.266373396,1.99e-05,0.00059061
"644","Sfxn1",560.6172638,1.368540462,0.393955604,3.473844385,0.000513058,0.006733728
"645","Cplx2",23.10948196,-3.551808995,1.144883026,-3.102333528,0.001920015,0.017419546
"646","Mxd3",59.82434411,3.479835286,1.112235409,3.128685941,0.001755899,0.016315845
"647","Dbn1",19.3612067,-7.418649443,2.176264033,-3.40889218,0.000652273,0.007881114
"648","Fam193b",1012.141945,-1.758769321,0.546496399,-3.218263331,0.001289694,0.012989056
"649","B230219D22Rik",709.8751467,1.291148749,0.448080118,2.881513144,0.003957707,0.029700197
"650","Cxcl14",423.6685484,-2.944317638,0.622739023,-4.728012103,2.27e-06,0.000117723
"651","Etohd2",49.14528039,-2.11254628,0.796818323,-2.651227035,0.008019991,0.049601305
"652","Fbp2",89.91557482,-5.872351272,1.817583905,-3.230855674,0.001234202,0.012562258
"653","Fbp1",64.80218666,-6.581262685,1.414082563,-4.654086585,3.25e-06,0.000152947
"654","Fancc",62.87886173,-2.804671416,0.600398842,-4.671347144,2.99e-06,0.00014238
"655","Habp4",255.40257,-1.264077069,0.444639081,-2.842928396,0.004470111,0.032360405
"656","Hiatl1",3558.146171,-1.746863979,0.530799493,-3.291005366,0.0009983,0.010843021
"657","Zfp874b",219.7609816,-1.079184529,0.403522374,-2.674410637,0.007486072,0.04737698
"658","Slc12a7",208.8595368,-2.193449543,0.54653512,-4.013373454,5.99e-05,0.001358685
"659","Nkd2",57.18410692,-6.208984162,1.356752686,-4.576356639,4.73e-06,0.000198682
"660","Zfp825",160.9221522,-1.251972393,0.351691243,-3.559862293,0.000371049,0.005288562
"661","Ell2",2709.987737,1.423723504,0.429049283,3.318321602,0.000905602,0.010020295
"662","Ttc37",649.3569469,2.622965818,0.676349445,3.878122229,0.000105266,0.00206061
"663","Adgrv1",8.635569739,-4.716152351,1.457385122,-3.236037119,0.001212016,0.012426603
"664","Polr3g",1571.193894,1.30298294,0.332082447,3.923673028,8.72e-05,0.001798424
"665","Vcan",38.71496634,-5.033305689,1.725074644,-2.917732114,0.003525871,0.027395912
"666","Xrcc4",111.8332439,-1.702075912,0.574915398,-2.960567619,0.003070727,0.024799792
"667","Atg10",71.93000834,-3.361471047,0.752897113,-4.464715016,8.02e-06,0.000291994
"668","Dhfr",273.1283622,-1.636205523,0.547015204,-2.991151819,0.002779273,0.022989582
"669","Pde8b",23.89647518,-2.936727207,0.898232678,-3.269450421,0.001077566,0.011480173
"670","Col4a3bp",984.1150078,1.50580759,0.42490865,3.543838403,0.000394347,0.005519779
"671","Arhgef28",71.47125989,-5.634114575,1.011863616,-5.568057284,2.58e-08,3.33e-06
"672","Tnpo1",517.6812714,1.401055392,0.455359213,3.07681354,0.002092261,0.018673615
"673","Ccnb1",257.8849283,5.995136082,1.04044974,5.762062164,8.31e-09,1.32e-06
"674","Srek1ip1",341.2799924,-2.326596836,0.73481772,-3.166223097,0.001544323,0.014919592
"675","Ipo11",285.9510368,1.111529912,0.411319683,2.702350408,0.006885116,0.044474367
"676","Dimt1",232.4867439,1.675145213,0.451483658,3.710311955,0.000207004,0.00338812
"677","Smim15",632.6458488,2.263372117,0.632402709,3.579004461,0.000344906,0.005014999
"678","Ankrd55",54.29129568,-3.014850918,0.869985628,-3.465403131,0.000529437,0.006843499
"679","Nnt",278.3156623,-2.016338536,0.748329225,-2.694453816,0.00705041,0.045224435
"680","4833420G17Rik",805.7151247,-1.463827934,0.398802778,-3.670556016,0.000242023,0.003795569
"681","Nim1k",8.499341129,-5.044851458,1.584606572,-3.18366183,0.001454248,0.014199706
"682","Rpp14",374.504634,1.499192677,0.525554747,2.852590878,0.004336441,0.031642139
"683","Fhit",35.09602022,-10.8743981,1.469318206,-7.400982346,1.35e-13,1.73e-10
"684","Slc4a7",228.8806601,2.890124649,0.539743983,5.354621343,8.57e-08,9.03e-06
"685","Nudt13",300.0308279,-1.259107287,0.400244625,-3.145844339,0.001656081,0.015672606
"686","Dusp13",263.8262836,-3.745012832,1.017532624,-3.680484286,0.000232791,0.003710295
"687","Samd8",1915.978031,-1.881509901,0.659017334,-2.855023385,0.004303366,0.031479501
"688","Kcnma1",21.39603022,-8.355767192,2.815337374,-2.967945252,0.002997977,0.024354218
"689","Ppif",3348.576745,-3.092483377,0.600873608,-5.14664538,2.65e-07,2.18e-05
"690","Anxa11",1038.064586,-2.343534387,0.579087076,-4.04694645,5.19e-05,0.001223158
"691","Slmap",2082.892818,1.245150206,0.430150264,2.894686603,0.003795373,0.028941094
"692","Appl1",1066.987544,1.08094233,0.36016958,3.001203851,0.002689145,0.022412942
"693","Cacna2d3",9.417318505,-10.08425094,1.97914206,-5.095263822,3.48e-07,2.59e-05
"694","Gnl3",959.9555252,2.043897764,0.539267982,3.790133724,0.000150566,0.002712839
"695","Nt5dc2",487.971445,3.914690344,0.810057191,4.832609827,1.35e-06,7.56e-05
"696","Stab1",756.0451625,4.366877427,0.799247271,5.463737678,4.66e-08,5.47e-06
"697","Mapk8",427.5770145,-2.174192121,0.55226607,-3.936856234,8.26e-05,0.001733338
"698","Bmpr1a",2315.79143,1.090335631,0.397128655,2.745547613,0.006041,0.040331942
"699","Cdhr1",260.5591797,6.399883143,1.638011139,3.907105997,9.34e-05,0.001886453
"700","Styx",522.2334086,1.79534455,0.506953561,3.541437891,0.000397953,0.00555507
"701","Gnpnat1",232.4036059,2.217326369,0.800125208,2.771224238,0.005584595,0.038248505
"702","Bmp4",75.12969981,-3.794286175,1.000949626,-3.790686442,0.000150232,0.002710973
"703","Cdkn3",37.52262531,5.032035381,1.406914498,3.576646192,0.000348031,0.005036614
"704","Cgrrf1",555.4294919,-2.689693994,0.774263744,-3.473873103,0.000513004,0.006733728
"705","Wdhd1",83.96035377,3.183107867,0.983932668,3.235087086,0.001216056,0.012434844
"706","Mapk1ip1l",1032.187073,1.483819373,0.397796694,3.730094782,0.000191408,0.003222065
"707","Dlgap5",107.0027318,2.175523309,0.619580881,3.511282185,0.000445951,0.00608147
"708","Ccnb1ip1",74.00442992,5.645891481,1.573062395,3.589108416,0.000331811,0.004884675
"709","Rnase4",2666.223102,2.538484782,0.523502026,4.849044807,1.24e-06,7.09e-05
"710","Ang2",209.9086948,-3.007866669,0.911334836,-3.300506632,0.000965104,0.01053458
"711","Chd8",1124.235168,-1.185745583,0.317290156,-3.737101701,0.000186154,0.003175356
"712","Mmp14",357.4573496,-3.253436145,0.59509036,-5.467129642,4.57e-08,5.41e-06
"713","Slc7a8",81.05395941,-4.61724703,1.049299523,-4.400313664,1.08e-05,0.000370827
"714","Il25",6.719820197,-9.171051645,2.842624185,-3.226262442,0.001254183,0.012725734
"715","Lrrc16b",8.999882077,-8.181596849,2.195042039,-3.727307588,0.000193536,0.00324015
"716","Dcaf11",1236.236785,-1.146574411,0.330602727,-3.46813356,0.000524087,0.006802947
"717","Psme1",1500.973307,1.193636291,0.314553933,3.794695176,0.000147825,0.002673233
"718","Tssk4",80.28410535,-2.633293917,0.688785321,-3.823098196,0.000131785,0.002445644
"719","Atp12a",561.181356,-2.921221436,0.916779213,-3.186395803,0.001440574,0.014084082
"720","Gja3",8.022119519,-7.893993857,2.237081168,-3.528702477,0.000417602,0.005756171
"721","Cryl1",120.7610471,-3.504558445,0.669462222,-5.234886051,1.65e-07,1.48e-05
"722","Xpo4",62.07783389,2.819431073,0.845341322,3.335257605,0.000852204,0.009614014
"723","Cdadc1",532.0404169,-1.06195982,0.324886862,-3.268706571,0.001080403,0.011491149
"724","Shisa2",134.8232207,-5.535669041,1.15424682,-4.795914484,1.62e-06,8.83e-05
"725","Nupl1",284.8206258,2.812852806,0.632808588,4.445029441,8.79e-06,0.000317048
"726","Tnfrsf19",688.5469951,1.638546459,0.498155735,3.289225321,0.001004636,0.010896433
"727","Trim13",536.5888064,1.19385499,0.321623398,3.7119656,0.000205656,0.00337324
"728","Dleu2",74.75181463,-1.858201802,0.632731093,-2.936795462,0.003316227,0.026258166
"729","Ctsb",10993.24123,-1.654581226,0.420660133,-3.933296967,8.38e-05,0.001752037
"730","Mtmr9",280.2031201,2.63043147,0.648293012,4.057473118,4.96e-05,0.00118202
"731","Msra",110.7857714,-3.403414177,0.585377231,-5.81405288,6.1e-09,1.04e-06
"732","Scara5",50.27411919,-8.10878119,2.48404514,-3.264345345,0.001097173,0.011597289
"733","Pbk",127.2093349,4.737798091,1.187211333,3.990694798,6.59e-05,0.001459883
"734","Esco2",107.6789213,6.639667557,1.351095738,4.914283547,8.91e-07,5.46e-05
"735","Scara3",34.95723225,-3.698900188,1.156043115,-3.199621311,0.001376083,0.013621546
"736","Stc1",15.63627315,-8.269416184,1.815942746,-4.553786844,5.27e-06,0.00021475
"737","Slc25a37",533.1667388,-2.749653101,0.414452074,-6.63442958,3.26e-11,1.67e-08
"738","Tnfrsf10b",93.713802,3.275378662,0.845753831,3.872732872,0.000107622,0.002091073
"739","Pebp4",8.453685028,-4.734625152,1.547493035,-3.059545372,0.002216732,0.019456856
"740","Sorbs3",86.49358883,-3.821730788,0.872245057,-4.381487472,1.18e-05,0.000397275
"741","Slc39a14",197.2545076,2.625183815,0.685941889,3.827122759,0.00012965,0.002421129
"742","Piwil2",70.841192,4.224256582,1.147373443,3.681675401,0.000231706,0.003697917
"743","Reep4",2744.003927,-1.038527967,0.324576618,-3.199638881,0.001375999,0.013621546
"744","Med4",1270.701928,-1.472960912,0.458542651,-3.212265879,0.001316924,0.013211365
"745","Kctd4",5957.741902,-2.032376085,0.743220613,-2.734552902,0.006246506,0.041416111
"746","Vwa8",177.2245231,-2.198614316,0.503128822,-4.369883456,1.24e-05,0.000414439
"747","Diap3",40.91392649,-3.625234612,1.1850522,-3.059134957,0.002219771,0.019461303
"748","Mzt1",926.2369668,2.058458184,0.505034927,4.07587292,4.58e-05,0.001121675
"749","Bora",139.813437,2.997390231,0.844623245,3.548789649,0.000387006,0.005441809
"750","Dis3",216.8051837,2.138429926,0.765726013,2.792682877,0.005227291,0.036335702
"751","Kctd12",2260.216088,-4.076825489,0.949924082,-4.291738219,1.77e-05,0.000539528
"752","Slain1",20.3675433,-7.650760496,1.644756574,-4.651606577,3.29e-06,0.000154116
"753","Ednrb",47.49791357,-5.840590343,1.982371789,-2.946263851,0.003216379,0.025665904
"754","Gpc6",16.80904368,-7.359549743,1.640938177,-4.484964666,7.29e-06,0.00027138
"755","Dct",48.46209683,-5.439225843,1.606544605,-3.385667491,0.000710054,0.008417801
"756","LOC105245869",27.37205348,-2.314900542,0.803674397,-2.88039603,0.003971759,0.029762052
"757","Rap2a",348.6445629,2.344207026,0.498876721,4.698970561,2.61e-06,0.000129216
"758","Farp1",49.17873061,-3.432154823,1.170363953,-2.932553429,0.003361871,0.026485122
"759","Clybl",91.12214246,-2.516067351,0.818540664,-3.073845273,0.00211319,0.018845631
"760","Pcca",96.81080585,-2.413327244,0.804817606,-2.998601453,0.002712218,0.022568535
"761","Osmr",807.6742215,2.128717813,0.500398477,4.254045344,2.1e-05,0.000618125
"762","Lifr",264.7989082,2.376798603,0.638085852,3.724888424,0.000195402,0.003243118
"763","Nup155",393.2959132,1.002152068,0.357176637,2.805760415,0.0050198,0.035157418
"764","Brix1",875.6472674,1.002623751,0.364420788,2.751280342,0.005936282,0.039840486
"765","Mtmr12",562.4563545,-1.784259421,0.512854557,-3.479074913,0.000503148,0.006672028
"766","Myo10",1177.196619,-2.027912851,0.598159263,-3.390255697,0.000698275,0.00834145
"767","Fam105a",277.6673345,3.587308838,0.604219255,5.937097846,2.9e-09,5.72e-07
"768","Cmbl",114.3696413,-4.934659484,1.739602765,-2.836658795,0.00455883,0.032801808
"769","Sema5a",199.0775009,-2.657218041,0.743548151,-3.57370002,0.000351972,0.005065245
"770","Laptm4b",2454.830065,-2.970079472,0.7211998,-4.118247776,3.82e-05,0.000977889
"771","Klf10",2031.766568,1.129375613,0.335908796,3.362149565,0.000773382,0.008950385
"772","Azin1",918.1211994,1.126484867,0.40023259,2.814575564,0.004884169,0.034439873
"773","Lrp12",217.9715365,1.836347276,0.54981912,3.339911632,0.000838051,0.009484535
"774","Sybu",759.1357453,-2.908130032,0.72493563,-4.01157001,6.03e-05,0.001361235
"775","Kcnv1",21.88993158,7.546977672,2.422390473,3.115508319,0.001836282,0.016909415
"776","Mal2",5624.434243,1.566987038,0.47151186,3.323324757,0.000889513,0.009877835
"777","Taf2",481.0687811,1.491718332,0.371793643,4.012221184,6.02e-05,0.001359481
"778","Fam83a",513.1297351,1.97025314,0.463679599,4.249169349,2.15e-05,0.000629321
"779","Atad2",347.7231552,1.962830803,0.507094472,3.870739897,0.000108506,0.002100279
"780","Fbxo32",650.0545274,-2.872450571,0.910570169,-3.154562568,0.001607389,0.015371933
"781","Mtss1",1426.492351,-1.518019593,0.437443475,-3.470207418,0.000520057,0.006786934
"782","Gsdmc",7263.954308,5.188577381,1.51578244,3.423035684,0.000619259,0.007583585
"783","Gsdmc3",495.7453967,5.996137171,1.67302088,3.584018132,0.000338349,0.004966647
"784","Gsdmc4",1219.399396,4.844974688,1.675316063,2.891976502,0.003828266,0.029126222
"785","Fam49b",471.7988826,2.368246601,0.795591838,2.97671053,0.00291359,0.023882111
"786","St3gal1",104.3326298,-2.989517473,0.960738444,-3.111687153,0.001860215,0.017058262
"787","Trappc9",269.2077045,-3.059854543,0.586203813,-5.219779324,1.79e-07,1.58e-05
"788","Peg13",154.3062234,1.670331819,0.530792572,3.146863589,0.001650319,0.015644424
"789","Ptp4a3",797.7882333,4.443295733,1.019456841,4.358493224,1.31e-05,0.000431918
"790","Slurp1",1908.634175,-2.586821209,0.695131337,-3.721341665,0.000198167,0.003285469
"791","2300005B03Rik",1564.131079,-3.007239667,0.873299462,-3.443537752,0.000574156,0.007227035
"792","D730001G18Rik",249.7607155,-4.908009586,0.830128101,-5.912352059,3.37e-09,6.56e-07
"793","Ly6a",3904.102712,3.667931658,0.963299354,3.80767582,0.000140279,0.002548402
"794","Zfp707",147.4906333,-2.284359262,0.444321142,-5.141234676,2.73e-07,2.21e-05
"795","Sharpin",371.9981105,-1.129331716,0.305423351,-3.69759454,0.000217652,0.003532309
"796","Adck5",433.9739382,-1.889959854,0.518550707,-3.644696318,0.000267708,0.00411029
"797","Cyhr1",1753.058305,-1.197368253,0.365160472,-3.279019353,0.001041685,0.011179927
"798","Kifc2",131.9391611,-2.068636433,0.56668006,-3.650448603,0.000261783,0.004047624
"799","Rbfox2",644.3828571,1.226264265,0.421828337,2.90702202,0.003648875,0.028078218
"800","Apol7a",271.5246704,-3.587416882,1.178578942,-3.043849466,0.00233572,0.020212657
"801","Kctd17",212.4543605,-1.599590426,0.433961266,-3.686021196,0.000227787,0.003650536
"802","Lgals1",652.929872,-2.74127329,0.753575518,-3.637688892,0.000275095,0.004186081
"803","Micall1",1364.74867,1.832703878,0.605983653,3.024345406,0.002491718,0.021169271
"804","Sox10",9.703017737,-8.097882415,2.834123692,-2.857279108,0.004272899,0.031316256
"805","Baiap2l2",34.63669802,-3.385464352,1.058236256,-3.199157403,0.001378299,0.013631323
"806","Csnk1e",2759.107989,-2.100122712,0.710045741,-2.957728765,0.003099147,0.024984285
"807","Cbx6",77.71508123,-4.541093744,1.245577502,-3.645773737,0.000266588,0.004097198
"808","Cbx7",560.7816511,-3.753128415,0.571058917,-6.572226273,4.96e-11,2.31e-08
"809","Pdgfb",439.1306498,-1.245625681,0.468437151,-2.659109503,0.007834749,0.04882898
"810","Syngr1",371.1783735,-2.186528625,0.7272506,-3.006568334,0.002642147,0.022129238
"811","Cacna1i",4.409815646,-8.445195212,2.154692,-3.919444269,8.88e-05,0.001811488
"812","Fam83f",723.4724755,-1.282656122,0.37363614,-3.432901653,0.000597159,0.007419346
"813","Slc25a17",1545.96734,1.39844296,0.341433084,4.09580391,4.21e-05,0.00105388
"814","Tef",2274.859612,-1.24253456,0.362703651,-3.42575697,0.000613089,0.007526006
"815","Csdc2",52.64818295,-8.521051907,1.366604629,-6.235199067,4.51e-10,1.2e-07
"816","Desi1",4133.710238,-1.530899697,0.512374757,-2.987851518,0.00280946,0.023189362
"817","Xrcc6",450.2593116,-1.435957178,0.413450862,-3.473102392,0.000514479,0.006746611
"818","3-Sep",55.16769511,3.205945426,1.150751936,2.785957013,0.005336995,0.036947871
"819","Naga",401.2583705,-1.379074373,0.344447599,-4.003727644,6.24e-05,0.001398964
"820","Cyp2d26",9.065397034,-11.98857197,2.843016253,-4.216849606,2.48e-05,0.00070379
"821","Cyb5r3",842.1037182,-1.667179195,0.606806729,-2.74746326,0.006005824,0.040201875
"822","A4galt",93.30460653,-2.893693693,0.884288179,-3.272342389,0.001066603,0.011375867
"823","1700001L05Rik",25.08758457,-3.480592771,1.002879708,-3.47059846,0.0005193,0.006786934
"824","Pacsin2",1200.811461,-2.358331483,0.732795001,-3.218269067,0.001289668,0.012989056
"825","Tspo",856.4785056,4.383644491,1.354919519,3.235354153,0.001214919,0.012431488
"826","Pnpla3",1902.997649,-3.129709308,0.68644745,-4.559284629,5.13e-06,0.000211491
"827","Phf21b",51.12340466,-1.810562829,0.636637825,-2.843944797,0.004455877,0.032284512
"828","5031439G07Rik",1229.293448,-1.185430113,0.426891087,-2.776891226,0.005488154,0.037773149
"829","Wnt7b",958.3277608,-2.239231778,0.525496881,-4.261170447,2.03e-05,0.000602201
"830","Lincppara",49.90455842,-4.364685427,0.933321738,-4.676506772,2.92e-06,0.000139711
"831","Ppara",69.11893703,-2.772645884,1.004823579,-2.759336009,0.005791895,0.039213244
"832","Gtse1",85.0574314,3.971450927,1.072445211,3.703173724,0.000212919,0.003466474
"833","Trmu",185.7428173,-1.541089088,0.491322167,-3.136616243,0.001709097,0.016095041
"834","Cerk",1214.562522,-1.297308149,0.407796743,-3.181261677,0.001466351,0.014308794
"835","Fam19a5",11.23777193,-5.208515061,1.53996636,-3.382226519,0.000719008,0.008491343
"836","Hdac10",306.0555755,-1.401749165,0.517588252,-2.708232186,0.006764268,0.043994937
"837","Mapk12",295.8585876,-3.30432051,0.823197749,-4.014005763,5.97e-05,0.001357221
"838","Mapk11",374.8753017,-2.842668359,0.743752946,-3.822059967,0.000132341,0.002447601
"839","Arsa",551.5808437,-4.959271774,0.747473822,-6.634709643,3.25e-11,1.67e-08
"840","Cpne8",252.1542502,3.078121457,0.658683572,4.673141378,2.97e-06,0.00014158
"841","Prickle1",67.75699301,-2.968743116,0.832459755,-3.566230198,0.000362153,0.005192102
"842","Pus7l",95.37496504,2.002657781,0.590877233,3.389295897,0.000700724,0.008354864
"843","E330033B04Rik",80.17316851,-2.15968646,0.778313507,-2.774828448,0.005523083,0.037928627
"844","Adcy6",291.0366059,-3.010789299,0.787576907,-3.822851168,0.000131917,0.002445644
"845","Lmbr1l",1263.643267,-3.26639168,0.635689728,-5.138342713,2.77e-07,2.21e-05
"846","Troap",37.19173726,7.093365763,2.078820966,3.412206187,0.000644394,0.007827014
"847","Racgap1",270.0025044,3.993446172,0.972496382,4.106386661,4.02e-05,0.001017586
"848","Lima1",1200.2263,1.891577187,0.644754582,2.933794095,0.003348463,0.026445284
"849","Larp4",890.9216607,1.304321279,0.362842784,3.59472845,0.00032473,0.004803443
"850","Csrnp2",172.6117141,-2.367807095,0.685508082,-3.454090708,0.000552152,0.007036499
"851","Scn8a",56.27659601,-4.685195608,1.275927928,-3.671990795,0.000240668,0.003788598
"852","Krt85",97.2413486,-6.666683278,2.381550135,-2.799304193,0.005121287,0.035711912
"853","Krt83",252.0179271,-7.113474468,2.480919213,-2.867273723,0.004140248,0.030625001
"854","Krt81",911.0606871,-8.543420312,2.288291424,-3.733536832,0.00018881,0.003194309
"855","Krt86",1221.180378,-8.853605194,2.171381215,-4.077407105,4.55e-05,0.001116292
"856","5430421N21Rik",242.2652142,-8.078742149,1.880081285,-4.297017483,1.73e-05,0.00052999
"857","Krt84",61.33051163,-5.792977237,1.276682576,-4.537523535,5.69e-06,0.000226042
"858","Krt82",36.22174337,-6.057901082,1.822637742,-3.32370001,0.000888317,0.009877835
"859","4732456N10Rik",20.40978397,-6.074714171,1.732627134,-3.506071243,0.000454773,0.006185322
"860","Krt75",150.3419908,-7.542131333,1.095223906,-6.88638304,5.72e-12,4e-09
"861","Gm5414",3168.082252,7.778520671,1.682239012,4.623909335,3.77e-06,0.000169227
"862","Gm5478",3319.716294,6.686335605,1.768716061,3.78033295,0.000156619,0.00280024
"863","Krt6b",77131.44744,6.576869115,1.399886298,4.698145218,2.63e-06,0.000129324
"864","Krt6a",79923.79665,6.518783357,1.094647965,5.95514135,2.6e-09,5.25e-07
"865","Krt5",45900.42066,3.100315731,1.034775475,2.996124093,0.002734351,0.022674852
"866","Krt71",7406.993435,-8.282978083,2.30283442,-3.596862202,0.000322079,0.00478264
"867","Krt74",30.77819278,-8.125744001,1.955906387,-4.154464679,3.26e-05,0.000877594
"868","Krt72",468.7377126,-7.151159369,2.364066278,-3.024940305,0.002486822,0.021151061
"869","Krt73",466.3842996,-5.303096344,1.744221357,-3.040380352,0.002362796,0.020378117
"870","Krt1",315756.6613,3.196885553,0.800987751,3.991179078,6.57e-05,0.001459883
"871","Krt77",44138.76135,-4.652045945,1.470129982,-3.1643773,0.001554152,0.014966014
"872","Krt78",6580.056992,-2.888999279,0.75108099,-3.846455067,0.000119839,0.002282289
"873","Itgb7",80.89200156,-3.159512658,0.839882643,-3.761850165,0.000168661,0.002949018
"874","Aaas",270.7579374,2.040494676,0.635689682,3.209891139,0.001327853,0.013282452
"875","Npff",81.4181904,-3.274451869,0.84236899,-3.88719422,0.00010141,0.001990504
"876","Hoxc8",126.9359224,-3.221793739,0.709615008,-4.540199551,5.62e-06,0.000224508
"877","Cbx5",544.1529134,2.189627911,0.616770786,3.550148551,0.000385014,0.005423719
"878","Pde1b",102.2966479,-3.170291997,1.075373648,-2.948084139,0.0031975,0.025568357
"879","Trap1",771.173982,1.444929428,0.472228807,3.059807884,0.00221479,0.01945092
"880","Anks3",433.916076,-1.069246484,0.389497327,-2.745195951,0.006047478,0.040357657
"881","Carhsp1",913.2596988,1.369227403,0.320822045,4.267871942,1.97e-05,0.000588936
"882","Emp2",9529.462571,-1.895442553,0.614865271,-3.08269574,0.002051348,0.018383186
"883","Dexi",988.2458595,-1.643111175,0.582596131,-2.820326273,0.004797484,0.033993792
"884","Gm21859",4.869799332,-6.734752218,2.265490272,-2.972757068,0.002951379,0.024101887
"885","Snn",308.4413492,1.597905827,0.54230329,2.94651693,0.003213748,0.025665904
"886","Cpped1",287.74108,3.126453176,0.603851514,5.177519807,2.25e-07,1.91e-05
"887","Bfar",390.3950805,-1.812249934,0.455927006,-3.97486859,7.04e-05,0.001530773
"888","Snai2",360.630922,2.211873359,0.648034588,3.41320263,0.000642042,0.007818971
"889","Mcm4",438.3182211,2.827484749,0.595674064,4.746697764,2.07e-06,0.000109202
"890","Yars2",176.4685441,1.513301279,0.490272347,3.086654363,0.002024228,0.018182561
"891","Ypel1",71.24941493,-3.477038858,0.828920573,-4.194658658,2.73e-05,0.000765043
"892","Ppil2",1109.657076,-1.182690102,0.321926454,-3.67378973,0.000238979,0.003770919
"893","Ube2l3",2150.79949,-1.266100449,0.428635104,-2.953795515,0.003138919,0.025231197
"894","Prodh",204.3818835,-1.358615204,0.390216096,-3.481699543,0.000498242,0.006624124
"895","Arvcf",428.0537465,-3.331226895,0.545303011,-6.108946459,1e-09,2.3e-07
"896","Txnrd2",78.44624424,-2.912705281,0.931401347,-3.127228974,0.001764624,0.016377121
"897","Gp1bb",199.2657076,-3.173019296,0.814366714,-3.896302788,9.77e-05,0.001946985
"898","2510002D24Rik",332.3384313,-2.18548324,0.487510663,-4.482944486,7.36e-06,0.000273301
"899","Abcc5",861.0515308,-2.401348701,0.540308134,-4.444405976,8.81e-06,0.000317224
"900","Liph",1427.799664,-2.013268934,0.637336248,-3.158880326,0.001583765,0.015184564
"901","Kng2",6.729043415,-4.019764438,1.503311123,-2.673940461,0.007496576,0.047413529
"902","Snora81",11.81291445,5.38359778,1.971793917,2.730304488,0.006327585,0.041773479
"903","Rfc4",119.4931948,1.785273276,0.658985405,2.709124154,0.006746109,0.043951229
