"","X1","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"270",514,"Ttyh2",126.1750471,-3.075555025,0.821057709,-3.745845137,0.000179787,0.003101183
"271",515,"Cd300lh",28.1585144,-7.722915655,2.76208522,-2.796045393,0.005173213,0.036024973
"272",516,"Rab37",19.73902633,-5.758122663,0.931664278,-6.180469508,6.39e-10,1.53e-07
"273",517,"Nat9",409.5178672,-2.010860559,0.616240114,-3.263112079,0.001101959,0.011626759
"274",519,"Otop2",72.56182752,-6.599474704,1.051213518,-6.277958368,3.43e-10,9.59e-08
"275",522,"Smim6",17.11293215,-3.20319536,1.142793336,-2.802952431,0.005063714,0.035390731
"276",525,"Sphk1",2264.204003,-2.090408571,0.482660376,-4.331013426,1.48e-05,0.000473265
"277",526,"St6galnac2",58.05611205,-3.563317675,1.094416686,-3.255905836,0.001130312,0.011833631
"278",527,"Snhg20",323.6518557,-2.691188981,0.953472263,-2.822514178,0.004764872,0.033872021
"279",533,"Tbc1d16",103.4629498,-3.151813926,0.668217633,-4.716747613,2.4e-06,0.000122362
"280",534,"Sgsh",102.034805,-2.139970764,0.556742106,-3.843737958,0.000121174,0.002304863
"281",535,"Nptx1",22.59064989,-6.474903937,1.504555184,-4.303533699,1.68e-05,0.000520858
"282",540,"Sectm1b",11.51253659,-6.330476307,1.518718547,-4.168301176,3.07e-05,0.000837729
"283",541,"Sectm1a",276.0685568,-2.155317422,0.663826918,-3.246806305,0.001167078,0.012119473
"284",543,"Dtnb",131.472426,-3.018509088,0.603393582,-5.002554186,5.66e-07,3.7e-05
"285",545,"Mfsd2b",30.47289027,-2.741054373,0.835536972,-3.280590165,0.001035901,0.011157832
"286",548,"Fam49a",139.6712743,-3.08008901,0.79226833,-3.887684127,0.000101205,0.001990239
"287",549,"Mycn",4.194032338,-7.695209178,2.447511829,-3.144094785,0.001666015,0.01574722
"288",551,"Hpcal1",136.0306384,-2.553143489,0.725247182,-3.520376988,0.000430934,0.005908137
"289",552,"Cys1",8.129703452,-7.164054499,1.9678806,-3.640492467,0.000272117,0.00416136
"290",554,"Rsad2",103.8808257,-7.962167198,1.641179168,-4.851491754,1.23e-06,7.08e-05
"291",555,"Lamb1",145.0726029,-3.198344047,0.744159786,-4.297926475,1.72e-05,0.000529933
"292",558,"Tspan13",134.2938829,-5.739653826,1.342374222,-4.275747948,1.9e-05,0.000571825
"293",559,"Nrcam",9.107749517,-8.92562111,2.699356398,-3.306573787,0.000944445,0.01034581
"294",560,"Nubpl",43.24330889,-3.538104699,0.95755251,-3.694945876,0.000219934,0.003558063
"295",561,"Akap6",53.64075284,-4.811686285,1.743920482,-2.759120231,0.005795721,0.039213244
"296",563,"Nfkbia",2810.620597,-2.424830679,0.61976741,-3.912484975,9.14e-05,0.001854659
"297",571,"Gpx2",90.11107148,-3.006271312,1.025136941,-2.932555829,0.003361845,0.026485122
"298",575,"2310015A10Rik",155.9494684,-4.762416975,0.701276271,-6.791071037,1.11e-11,6.84e-09
"299",576,"Actn1",1785.569661,-3.258091536,0.696664668,-4.676699833,2.92e-06,0.000139711
"300",577,"Ttc9",278.2122565,-4.809765568,0.888236457,-5.414960772,6.13e-08,6.93e-06
"301",578,"Rps6kl1",12.3693652,-4.229664464,1.239621972,-3.412059936,0.000644739,0.007827014
"302",581,"Nrp",37.03249367,-5.41679268,1.362376067,-3.975989311,7.01e-05,0.001525738
"303",585,"5430427M07Rik",34.03912988,-6.358572266,1.000286477,-6.356751202,2.06e-10,6.33e-08
"304",586,"Galc",68.92703372,-2.420307973,0.722169916,-3.351438378,0.000803929,0.009213713
"305",587,"Ptpn21",2068.786943,-3.285182159,0.720533952,-4.559371771,5.13e-06,0.000211491
"306",588,"Fbln5",50.94434287,-6.050672009,2.203180947,-2.746334574,0.006026527,0.04029454
"307",591,"Ppp4r4",22.35054169,-4.008373792,1.282692709,-3.124968097,0.001778243,0.016463749
"308",592,"Serpina11",26.03443999,-4.36963469,1.340566176,-3.25954419,0.001115914,0.011738865
"309",593,"Serpina12",10682.62169,-2.47781121,0.761640945,-3.253253683,0.001140916,0.011908215
"310",594,"Serpina4-ps1",9.496374511,-6.832233477,1.408633102,-4.850257649,1.23e-06,7.09e-05
"311",595,"Serpina5",5.067132365,-7.175645579,2.210733188,-3.245821621,0.001171122,0.012145056
"312",598,"Ppp1r13b",636.6206667,-2.959606697,0.668736155,-4.425671735,9.61e-06,0.000338273
"313",605,"Tubal3",10.23814436,-4.358505634,1.424677379,-3.059293071,0.0022186,0.019461303
"314",609,"Gng4",884.5729243,-3.066595653,0.7785196,-3.939008926,8.18e-05,0.001722568
"315",618,"Sox4",124.7166853,-5.119850862,0.69678292,-7.347842079,2.01e-13,2.23e-10
"316",619,"Irf4",40.85679101,-3.205492212,1.045192486,-3.06689175,0.002162972,0.019094034
"317",620,"Foxq1",239.8975804,-2.425363522,0.661669281,-3.665522325,0.000246834,0.003851366
"318",621,"Gmds",24.36853692,-4.902237806,1.005487774,-4.87548226,1.09e-06,6.42e-05
"319",630,"Ofcc1",40.60462173,-3.315930371,0.857253584,-3.868085747,0.000109693,0.002117931
"320",631,"Gm26688",34.74524834,-4.563436837,1.052364597,-4.336364838,1.45e-05,0.000465759
"321",632,"Edn1",96.87315629,-2.315563919,0.761299705,-3.041593086,0.002353298,0.02033043
"322",633,"Phactr1",13.80820975,-6.539541634,1.614081023,-4.051557228,5.09e-05,0.001204841
"323",634,"Mirlet7d",13.76749232,-4.997936965,1.178838902,-4.239711598,2.24e-05,0.000648998
"324",637,"Ecm2",24.33943399,-3.919539185,1.383264537,-2.833542738,0.004603515,0.032984347
"325",642,"Ror2",11.16879807,-9.653906669,2.691203258,-3.587208301,0.000334237,0.004915687
"326",643,"Msx2",73.59913737,-3.459858847,0.810960159,-4.266373396,1.99e-05,0.00059061
"327",645,"Cplx2",23.10948196,-3.551808995,1.144883026,-3.102333528,0.001920015,0.017419546
"328",647,"Dbn1",19.3612067,-7.418649443,2.176264033,-3.40889218,0.000652273,0.007881114
"329",650,"Cxcl14",423.6685484,-2.944317638,0.622739023,-4.728012103,2.27e-06,0.000117723
"330",651,"Etohd2",49.14528039,-2.11254628,0.796818323,-2.651227035,0.008019991,0.049601305
"331",652,"Fbp2",89.91557482,-5.872351272,1.817583905,-3.230855674,0.001234202,0.012562258
"332",653,"Fbp1",64.80218666,-6.581262685,1.414082563,-4.654086585,3.25e-06,0.000152947
"333",654,"Fancc",62.87886173,-2.804671416,0.600398842,-4.671347144,2.99e-06,0.00014238
"334",658,"Slc12a7",208.8595368,-2.193449543,0.54653512,-4.013373454,5.99e-05,0.001358685
"335",659,"Nkd2",57.18410692,-6.208984162,1.356752686,-4.576356639,4.73e-06,0.000198682
"336",663,"Adgrv1",8.635569739,-4.716152351,1.457385122,-3.236037119,0.001212016,0.012426603
"337",665,"Vcan",38.71496634,-5.033305689,1.725074644,-2.917732114,0.003525871,0.027395912
"338",667,"Atg10",71.93000834,-3.361471047,0.752897113,-4.464715016,8.02e-06,0.000291994
"339",669,"Pde8b",23.89647518,-2.936727207,0.898232678,-3.269450421,0.001077566,0.011480173
"340",671,"Arhgef28",71.47125989,-5.634114575,1.011863616,-5.568057284,2.58e-08,3.33e-06
"341",674,"Srek1ip1",341.2799924,-2.326596836,0.73481772,-3.166223097,0.001544323,0.014919592
"342",678,"Ankrd55",54.29129568,-3.014850918,0.869985628,-3.465403131,0.000529437,0.006843499
"343",679,"Nnt",278.3156623,-2.016338536,0.748329225,-2.694453816,0.00705041,0.045224435
"344",681,"Nim1k",8.499341129,-5.044851458,1.584606572,-3.18366183,0.001454248,0.014199706
"345",683,"Fhit",35.09602022,-10.8743981,1.469318206,-7.400982346,1.35e-13,1.73e-10
"346",686,"Dusp13",263.8262836,-3.745012832,1.017532624,-3.680484286,0.000232791,0.003710295
"347",688,"Kcnma1",21.39603022,-8.355767192,2.815337374,-2.967945252,0.002997977,0.024354218
"348",689,"Ppif",3348.576745,-3.092483377,0.600873608,-5.14664538,2.65e-07,2.18e-05
"349",690,"Anxa11",1038.064586,-2.343534387,0.579087076,-4.04694645,5.19e-05,0.001223158
"350",693,"Cacna2d3",9.417318505,-10.08425094,1.97914206,-5.095263822,3.48e-07,2.59e-05
"351",697,"Mapk8",427.5770145,-2.174192121,0.55226607,-3.936856234,8.26e-05,0.001733338
"352",702,"Bmp4",75.12969981,-3.794286175,1.000949626,-3.790686442,0.000150232,0.002710973
"353",704,"Cgrrf1",555.4294919,-2.689693994,0.774263744,-3.473873103,0.000513004,0.006733728
"354",710,"Ang2",209.9086948,-3.007866669,0.911334836,-3.300506632,0.000965104,0.01053458
"355",712,"Mmp14",357.4573496,-3.253436145,0.59509036,-5.467129642,4.57e-08,5.41e-06
"356",713,"Slc7a8",81.05395941,-4.61724703,1.049299523,-4.400313664,1.08e-05,0.000370827
"357",714,"Il25",6.719820197,-9.171051645,2.842624185,-3.226262442,0.001254183,0.012725734
"358",715,"Lrrc16b",8.999882077,-8.181596849,2.195042039,-3.727307588,0.000193536,0.00324015
"359",718,"Tssk4",80.28410535,-2.633293917,0.688785321,-3.823098196,0.000131785,0.002445644
"360",719,"Atp12a",561.181356,-2.921221436,0.916779213,-3.186395803,0.001440574,0.014084082
"361",720,"Gja3",8.022119519,-7.893993857,2.237081168,-3.528702477,0.000417602,0.005756171
"362",721,"Cryl1",120.7610471,-3.504558445,0.669462222,-5.234886051,1.65e-07,1.48e-05
"363",724,"Shisa2",134.8232207,-5.535669041,1.15424682,-4.795914484,1.62e-06,8.83e-05
"364",731,"Msra",110.7857714,-3.403414177,0.585377231,-5.81405288,6.1e-09,1.04e-06
"365",732,"Scara5",50.27411919,-8.10878119,2.48404514,-3.264345345,0.001097173,0.011597289
"366",735,"Scara3",34.95723225,-3.698900188,1.156043115,-3.199621311,0.001376083,0.013621546
"367",736,"Stc1",15.63627315,-8.269416184,1.815942746,-4.553786844,5.27e-06,0.00021475
"368",737,"Slc25a37",533.1667388,-2.749653101,0.414452074,-6.63442958,3.26e-11,1.67e-08
"369",739,"Pebp4",8.453685028,-4.734625152,1.547493035,-3.059545372,0.002216732,0.019456856
"370",740,"Sorbs3",86.49358883,-3.821730788,0.872245057,-4.381487472,1.18e-05,0.000397275
"371",745,"Kctd4",5957.741902,-2.032376085,0.743220613,-2.734552902,0.006246506,0.041416111
"372",746,"Vwa8",177.2245231,-2.198614316,0.503128822,-4.369883456,1.24e-05,0.000414439
"373",747,"Diap3",40.91392649,-3.625234612,1.1850522,-3.059134957,0.002219771,0.019461303
"374",751,"Kctd12",2260.216088,-4.076825489,0.949924082,-4.291738219,1.77e-05,0.000539528
"375",752,"Slain1",20.3675433,-7.650760496,1.644756574,-4.651606577,3.29e-06,0.000154116
"376",753,"Ednrb",47.49791357,-5.840590343,1.982371789,-2.946263851,0.003216379,0.025665904
"377",754,"Gpc6",16.80904368,-7.359549743,1.640938177,-4.484964666,7.29e-06,0.00027138
"378",755,"Dct",48.46209683,-5.439225843,1.606544605,-3.385667491,0.000710054,0.008417801
"379",756,"LOC105245869",27.37205348,-2.314900542,0.803674397,-2.88039603,0.003971759,0.029762052
"380",758,"Farp1",49.17873061,-3.432154823,1.170363953,-2.932553429,0.003361871,0.026485122
"381",759,"Clybl",91.12214246,-2.516067351,0.818540664,-3.073845273,0.00211319,0.018845631
"382",760,"Pcca",96.81080585,-2.413327244,0.804817606,-2.998601453,0.002712218,0.022568535
"383",766,"Myo10",1177.196619,-2.027912851,0.598159263,-3.390255697,0.000698275,0.00834145
"384",768,"Cmbl",114.3696413,-4.934659484,1.739602765,-2.836658795,0.00455883,0.032801808
"385",769,"Sema5a",199.0775009,-2.657218041,0.743548151,-3.57370002,0.000351972,0.005065245
"386",770,"Laptm4b",2454.830065,-2.970079472,0.7211998,-4.118247776,3.82e-05,0.000977889
"387",774,"Sybu",759.1357453,-2.908130032,0.72493563,-4.01157001,6.03e-05,0.001361235
"388",780,"Fbxo32",650.0545274,-2.872450571,0.910570169,-3.154562568,0.001607389,0.015371933
"389",786,"St3gal1",104.3326298,-2.989517473,0.960738444,-3.111687153,0.001860215,0.017058262
"390",787,"Trappc9",269.2077045,-3.059854543,0.586203813,-5.219779324,1.79e-07,1.58e-05
"391",790,"Slurp1",1908.634175,-2.586821209,0.695131337,-3.721341665,0.000198167,0.003285469
"392",791,"2300005B03Rik",1564.131079,-3.007239667,0.873299462,-3.443537752,0.000574156,0.007227035
"393",792,"D730001G18Rik",249.7607155,-4.908009586,0.830128101,-5.912352059,3.37e-09,6.56e-07
"394",794,"Zfp707",147.4906333,-2.284359262,0.444321142,-5.141234676,2.73e-07,2.21e-05
"395",798,"Kifc2",131.9391611,-2.068636433,0.56668006,-3.650448603,0.000261783,0.004047624
"396",800,"Apol7a",271.5246704,-3.587416882,1.178578942,-3.043849466,0.00233572,0.020212657
"397",802,"Lgals1",652.929872,-2.74127329,0.753575518,-3.637688892,0.000275095,0.004186081
"398",804,"Sox10",9.703017737,-8.097882415,2.834123692,-2.857279108,0.004272899,0.031316256
"399",805,"Baiap2l2",34.63669802,-3.385464352,1.058236256,-3.199157403,0.001378299,0.013631323
"400",806,"Csnk1e",2759.107989,-2.100122712,0.710045741,-2.957728765,0.003099147,0.024984285
"401",807,"Cbx6",77.71508123,-4.541093744,1.245577502,-3.645773737,0.000266588,0.004097198
"402",808,"Cbx7",560.7816511,-3.753128415,0.571058917,-6.572226273,4.96e-11,2.31e-08
"403",810,"Syngr1",371.1783735,-2.186528625,0.7272506,-3.006568334,0.002642147,0.022129238
"404",811,"Cacna1i",4.409815646,-8.445195212,2.154692,-3.919444269,8.88e-05,0.001811488
"405",815,"Csdc2",52.64818295,-8.521051907,1.366604629,-6.235199067,4.51e-10,1.2e-07
"406",820,"Cyp2d26",9.065397034,-11.98857197,2.843016253,-4.216849606,2.48e-05,0.00070379
"407",822,"A4galt",93.30460653,-2.893693693,0.884288179,-3.272342389,0.001066603,0.011375867
"408",823,"1700001L05Rik",25.08758457,-3.480592771,1.002879708,-3.47059846,0.0005193,0.006786934
"409",824,"Pacsin2",1200.811461,-2.358331483,0.732795001,-3.218269067,0.001289668,0.012989056
"410",826,"Pnpla3",1902.997649,-3.129709308,0.68644745,-4.559284629,5.13e-06,0.000211491
"411",829,"Wnt7b",958.3277608,-2.239231778,0.525496881,-4.261170447,2.03e-05,0.000602201
"412",830,"Lincppara",49.90455842,-4.364685427,0.933321738,-4.676506772,2.92e-06,0.000139711
"413",831,"Ppara",69.11893703,-2.772645884,1.004823579,-2.759336009,0.005791895,0.039213244
"414",835,"Fam19a5",11.23777193,-5.208515061,1.53996636,-3.382226519,0.000719008,0.008491343
"415",837,"Mapk12",295.8585876,-3.30432051,0.823197749,-4.014005763,5.97e-05,0.001357221
"416",838,"Mapk11",374.8753017,-2.842668359,0.743752946,-3.822059967,0.000132341,0.002447601
"417",839,"Arsa",551.5808437,-4.959271774,0.747473822,-6.634709643,3.25e-11,1.67e-08
"418",841,"Prickle1",67.75699301,-2.968743116,0.832459755,-3.566230198,0.000362153,0.005192102
"419",843,"E330033B04Rik",80.17316851,-2.15968646,0.778313507,-2.774828448,0.005523083,0.037928627
"420",844,"Adcy6",291.0366059,-3.010789299,0.787576907,-3.822851168,0.000131917,0.002445644
"421",845,"Lmbr1l",1263.643267,-3.26639168,0.635689728,-5.138342713,2.77e-07,2.21e-05
"422",850,"Csrnp2",172.6117141,-2.367807095,0.685508082,-3.454090708,0.000552152,0.007036499
"423",851,"Scn8a",56.27659601,-4.685195608,1.275927928,-3.671990795,0.000240668,0.003788598
"424",852,"Krt85",97.2413486,-6.666683278,2.381550135,-2.799304193,0.005121287,0.035711912
"425",853,"Krt83",252.0179271,-7.113474468,2.480919213,-2.867273723,0.004140248,0.030625001
"426",854,"Krt81",911.0606871,-8.543420312,2.288291424,-3.733536832,0.00018881,0.003194309
"427",855,"Krt86",1221.180378,-8.853605194,2.171381215,-4.077407105,4.55e-05,0.001116292
"428",856,"5430421N21Rik",242.2652142,-8.078742149,1.880081285,-4.297017483,1.73e-05,0.00052999
"429",857,"Krt84",61.33051163,-5.792977237,1.276682576,-4.537523535,5.69e-06,0.000226042
"430",858,"Krt82",36.22174337,-6.057901082,1.822637742,-3.32370001,0.000888317,0.009877835
"431",859,"4732456N10Rik",20.40978397,-6.074714171,1.732627134,-3.506071243,0.000454773,0.006185322
"432",860,"Krt75",150.3419908,-7.542131333,1.095223906,-6.88638304,5.72e-12,4e-09
"433",866,"Krt71",7406.993435,-8.282978083,2.30283442,-3.596862202,0.000322079,0.00478264
"434",867,"Krt74",30.77819278,-8.125744001,1.955906387,-4.154464679,3.26e-05,0.000877594
"435",868,"Krt72",468.7377126,-7.151159369,2.364066278,-3.024940305,0.002486822,0.021151061
"436",869,"Krt73",466.3842996,-5.303096344,1.744221357,-3.040380352,0.002362796,0.020378117
"437",871,"Krt77",44138.76135,-4.652045945,1.470129982,-3.1643773,0.001554152,0.014966014
"438",872,"Krt78",6580.056992,-2.888999279,0.75108099,-3.846455067,0.000119839,0.002282289
"439",873,"Itgb7",80.89200156,-3.159512658,0.839882643,-3.761850165,0.000168661,0.002949018
"440",875,"Npff",81.4181904,-3.274451869,0.84236899,-3.88719422,0.00010141,0.001990504
"441",876,"Hoxc8",126.9359224,-3.221793739,0.709615008,-4.540199551,5.62e-06,0.000224508
"442",878,"Pde1b",102.2966479,-3.170291997,1.075373648,-2.948084139,0.0031975,0.025568357
"443",884,"Gm21859",4.869799332,-6.734752218,2.265490272,-2.972757068,0.002951379,0.024101887
"444",891,"Ypel1",71.24941493,-3.477038858,0.828920573,-4.194658658,2.73e-05,0.000765043
"445",895,"Arvcf",428.0537465,-3.331226895,0.545303011,-6.108946459,1e-09,2.3e-07
"446",896,"Txnrd2",78.44624424,-2.912705281,0.931401347,-3.127228974,0.001764624,0.016377121
"447",897,"Gp1bb",199.2657076,-3.173019296,0.814366714,-3.896302788,9.77e-05,0.001946985
"448",898,"2510002D24Rik",332.3384313,-2.18548324,0.487510663,-4.482944486,7.36e-06,0.000273301
"449",899,"Abcc5",861.0515308,-2.401348701,0.540308134,-4.444405976,8.81e-06,0.000317224
"450",900,"Liph",1427.799664,-2.013268934,0.637336248,-3.158880326,0.001583765,0.015184564
"451",901,"Kng2",6.729043415,-4.019764438,1.503311123,-2.673940461,0.007496576,0.047413529
"452",905,"Ccdc50",991.6600902,-2.151295363,0.722808327,-2.976301299,0.002917481,0.023901259
"453",906,"Atp13a5",183.2133237,-3.39198018,1.091724654,-3.10699238,0.001890013,0.017211098
"454",907,"Lrrc15",1199.511346,-8.853433376,1.782233847,-4.96760478,6.78e-07,4.32e-05
"455",909,"Apod",193.7610156,-5.733432341,1.186167005,-4.833579349,1.34e-06,7.55e-05
"456",916,"Mylk",101.8984857,-3.136199714,1.028961615,-3.04792683,0.00230426,0.020030643
"457",917,"Pdia5",33.19608224,-3.578907195,1.110261979,-3.223479919,0.001266432,0.012821996
"458",918,"Dirc2",433.0914828,-2.231875434,0.526833057,-4.236399752,2.27e-05,0.000656165
"459",926,"Ildr1",14.22960626,-5.553462056,1.575809272,-3.52419684,0.000424769,0.00583402
"460",927,"Eaf2",16.689446,-3.782410275,1.42195962,-2.659998373,0.007814103,0.048739833
"461",928,"Fstl1",286.7323065,-5.189940444,1.761447818,-2.946406014,0.003214901,0.025665904
"462",934,"Gcsam",10.59184662,-6.015449791,1.682773427,-3.574723545,0.000350598,0.005059477
"463",935,"Plcxd2",2123.576582,-2.46172694,0.805807693,-3.054980686,0.00225075,0.019651156
"464",936,"Cd96",28.34975232,-4.637916852,1.218954779,-3.804830935,0.000141901,0.00257179
"465",937,"Pvrl3",505.8815577,-3.028539027,0.922966731,-3.281308984,0.001033265,0.011157832
"466",939,"Ift57",30.4770831,-3.091175018,0.925031386,-3.341697444,0.000832678,0.009458554
"467",942,"Nxpe3",23.51625441,-4.391655459,1.25664523,-3.494745656,0.000474514,0.006385991
"468",943,"Abi3bp",129.4658204,-4.024251269,0.919672748,-4.375742651,1.21e-05,0.000405218
"469",944,"Tmem45a2",7.339043288,-9.353505059,2.585959605,-3.617034481,0.000297998,0.004481336
"470",945,"Cmss1",88.41814731,-4.160665493,0.898311222,-4.631652582,3.63e-06,0.00016585
"471",950,"Gbe1",169.4252467,-3.031476556,0.93300471,-3.249154609,0.001157485,0.012032616
"472",951,"E330011O21Rik",20.20824935,-2.824133749,0.901719143,-3.131943877,0.001736531,0.016243907
"473",952,"Gm10791",44.21887535,-3.603284782,0.876473005,-4.111118951,3.94e-05,0.001001902
"474",954,"Krtap24-1",58.15430049,-9.263161448,1.702126315,-5.442111649,5.27e-08,5.99e-06
"475",955,"Krtap26-1",101.7199596,-8.319004412,2.230199481,-3.730161576,0.000191357,0.003222065
"476",956,"Krtap27-1",14.41829045,-9.922706339,2.30409641,-4.306549976,1.66e-05,0.000514847
"477",957,"2310061N02Rik",11.26227252,-6.20509408,1.784240072,-3.477723752,0.000505691,0.006680544
"478",958,"Krtap13-1",229.2172633,-8.920256559,2.635053394,-3.385228011,0.000711192,0.008417801
"479",959,"Krtap14",504.2942557,-11.5468413,2.376692804,-4.858365067,1.18e-06,6.89e-05
"480",960,"Krtap15",845.2495029,-11.15835217,2.671332033,-4.177074221,2.95e-05,0.000811843
"481",961,"Krtap19-1",12.19920747,-15.04603146,4.015702681,-3.746799167,0.000179105,0.003092888
"482",962,"Krtap19-2",43.91778531,-16.44836037,3.923231847,-4.192553745,2.76e-05,0.000767981
"483",963,"Krtap19-3",137.2967933,-14.05757855,3.404661466,-4.128921094,3.64e-05,0.000951024
"484",964,"Krtap19-4",24.82515803,-15.46677857,4.300433705,-3.596562495,0.00032245,0.004783529
"485",965,"Krtap19-5",73.62696318,-16.66319206,4.372563855,-3.810851623,0.000138489,0.002527833
"486",966,"Krtap19-9b",290.8729608,-10.94533917,2.899805369,-3.774508209,0.000160324,0.002845282
"487",967,"Krtap16-3",260.6862341,-11.5732295,3.232337565,-3.580452,0.000343,0.004996751
"488",968,"Krtap22-2",1014.487542,-8.285652422,2.02091332,-4.099954382,4.13e-05,0.001037738
"489",969,"Gm10229",1604.659121,-8.404791822,2.206403276,-3.809272726,0.000139376,0.002538
"490",970,"Krtap6-1",873.2203795,-9.001237902,2.279249653,-3.949211044,7.84e-05,0.001657594
"491",971,"Gm10228",836.3217603,-8.48748266,2.261626893,-3.752821778,0.000174855,0.003036553
"492",972,"Krtap6-5",839.8787545,-8.510045659,2.174623802,-3.913341539,9.1e-05,0.001850534
"493",973,"1110025L11Rik",819.8418184,-8.610787086,2.324769295,-3.703931872,0.000212283,0.00345979
"494",974,"Krtap20-2",17.56492367,-8.11396122,2.573671959,-3.152678877,0.001617797,0.015414704
"495",975,"Krtap21-1",628.2868019,-9.867189181,2.331739167,-4.231686511,2.32e-05,0.000666312
"496",976,"Krtap6-2",443.4872836,-9.917380535,2.434297476,-4.074021615,4.62e-05,0.001123693
"497",977,"Krtap8-1",2011.817028,-8.993747054,2.442631327,-3.681991201,0.000231419,0.003697178
"498",978,"Krtap7-1",1738.333978,-9.196636281,2.320860833,-3.962597046,7.41e-05,0.001592128
"499",979,"Krtap11-1",221.9702439,-7.041332921,2.097588493,-3.356870494,0.0007883,0.00908587
"500",987,"Tmprss2",13.19087212,-6.228034284,1.517563793,-4.103968684,4.06e-05,0.001024909
"501",992,"Fndc1",56.2767943,-8.091163099,2.206283874,-3.6673264,0.0002451,0.003828191
"502",993,"Gm11166",100.3443179,-3.349917099,1.143595172,-2.9292858,0.003397419,0.026653869
"503",994,"Tcte2",13.29881049,-3.196327093,1.063514162,-3.005439145,0.002651977,0.022175314
"504",1003,"9530082P21Rik",330.241255,-2.577766602,0.550470537,-4.682842093,2.83e-06,0.000136738
"505",1005,"Tbc1d24",211.5836714,-2.610115434,0.826677037,-3.157358093,0.001592057,0.015245062
"506",1006,"Abca17",12.02305389,-4.557150953,1.370853078,-3.324317556,0.000886352,0.009864116
"507",1007,"E4f1",674.539858,-2.24623554,0.51617282,-4.351712164,1.35e-05,0.000438194
"508",1008,"Slc9a3r2",45.29952028,-4.062158166,1.403756985,-2.893775924,0.003806397,0.029003725
"509",1011,"Tmem204",21.66178037,-8.381014817,2.558563136,-3.275672465,0.001054107,0.011266047
"510",1016,"Rgs11",72.94374273,-2.685688018,0.85146559,-3.154194427,0.001609418,0.015372995
"511",1020,"Slc26a8",19.24510166,-3.2275812,1.034111953,-3.121113909,0.001801683,0.016620691
"512",1021,"Mapk13",10672.00691,-2.5936949,0.6866655,-3.777232,0.000158581,0.002830698
"513",1023,"Rab44",146.633446,-3.616556052,0.69261381,-5.221605463,1.77e-07,1.58e-05
"514",1025,"Slc37a1",210.1381286,-2.480525368,0.663878494,-3.736414704,0.000186663,0.003176987
"515",1026,"Cryaa",9.207288611,-8.816311775,1.860060306,-4.739798891,2.14e-06,0.000112215
"516",1027,"Akap8l",348.8932201,-2.134178557,0.507347169,-4.206544724,2.59e-05,0.000731239
"517",1028,"Pglyrp2",29.98394741,-7.156787252,1.111167083,-6.440784075,1.19e-10,4.06e-08
"518",1032,"Angptl4",115.3729678,-2.858987311,1.043053429,-2.740978776,0.006125646,0.040737802
"519",1036,"H2-Ab1",2497.895444,-2.403886697,0.721499543,-3.331792404,0.000862886,0.009673008
"520",1037,"H2-Aa",2005.903391,-2.073920819,0.645506976,-3.212855779,0.001314223,0.013192873
"521",1040,"Tnxb",290.3387599,-3.522574482,1.043374787,-3.376135331,0.000735118,0.008631032
"522",1041,"C4b",326.6989044,-2.887864644,0.922611861,-3.130097028,0.001747486,0.016267176
"523",1042,"Ly6g6d",55.52981876,-5.618669894,1.180168543,-4.760904639,1.93e-06,0.000102848
"524",1045,"Apom",11.41771038,-3.346570909,1.162134943,-2.879674971,0.003980853,0.029786629
"525",1046,"Ltb",30.45334535,-4.111630389,1.528560627,-2.689870664,0.007147972,0.04573571
"526",1048,"H2-Q4",2714.879341,-3.687676373,0.793484968,-4.647443271,3.36e-06,0.000155576
"527",1050,"Psors1c2",1608.754897,-4.936239251,0.852038819,-5.793444082,6.9e-09,1.14e-06
"528",1052,"Gm8801",358.6651819,-2.108931473,0.508310191,-4.148906535,3.34e-05,0.000894474
"529",1055,"H2-T3",4.468386808,-7.455627018,2.695855466,-2.765588554,0.005682018,0.038713904
"530",1056,"Trim26",599.1320804,-2.150833571,0.422173791,-5.094663892,3.49e-07,2.59e-05
"531",1057,"Gabbr1",136.5153661,-3.004598526,0.897320338,-3.348412375,0.00081276,0.009294126
"532",1058,"Ubd",56.60911352,-5.67143843,1.694816011,-3.346344614,0.000818846,0.009349805
"533",1059,"Olfr94",18.69857282,-4.905748711,1.574858658,-3.115040633,0.001839196,0.016915978
"534",1060,"H2-M2",341.4769018,-4.959259355,0.579029155,-8.564783509,1.08e-17,5.91e-14
"535",1061,"Rn45s",33895.07922,-3.855669634,1.04941263,-3.674121621,0.000238669,0.003769892
"536",1062,"Crisp1",34.62233623,-11.10596137,1.964596785,-5.653048732,1.58e-08,2.16e-06
"537",1064,"Tnfrsf21",273.8433756,-2.465158258,0.583164121,-4.227211808,2.37e-05,0.000675907
"538",1065,"Slc25a27",217.44972,-2.411543703,0.668509136,-3.607345919,0.000309345,0.004620336
"539",1066,"Cyp39a1",97.50428425,-2.979630671,0.737859793,-4.038207122,5.39e-05,0.001256137
"540",1067,"Rsph9",5.664394472,-6.500389881,1.726433908,-3.765212125,0.000166408,0.002926225
"541",1069,"Crip3",20.26680901,-4.249813704,0.920537958,-4.616663185,3.9e-06,0.00017369
"542",1070,"Cul9",41.40165994,-3.416342247,1.039708352,-3.285865925,0.001016694,0.011003922
